food_raw,food_name,food_matched,food_id,drug_raw,drug_name,drug_id,verdict
Phytic Acid,Phytic Acid,phytic acid,762,Ciprofloxacin/Levothyroxine,ciprofloxacin,258,DrugBank-named
Phytic Acid,Phytic Acid,phytic acid,762,Ciprofloxacin/Levothyroxine,levothyroxine,722,DrugBank-named
Cuminaldehyde,Cuminaldehyde,cuminaldehyde,1503,Ciprofloxacin/Levothyroxine,ciprofloxacin,258,PubMed-NLP
Cuminaldehyde,Cuminaldehyde,cuminaldehyde,1503,Ciprofloxacin/Levothyroxine,levothyroxine,722,PubMed-NLP
Non-Heme Fe,Non-Heme Fe,UNMATCHED,—,Ciprofloxacin/Levothyroxine,ciprofloxacin,258,DrugBank-named
Non-Heme Fe,Non-Heme Fe,UNMATCHED,—,Ciprofloxacin/Levothyroxine,levothyroxine,722,DrugBank-named
Non-Heme Fe,Non-Heme Fe,UNMATCHED,—,Levodopa,levodopa,715,DrugBank-named
Plant Protein,Plant Protein,protein,23,Levodopa,levodopa,715,LIT-confirmed
Heme Iron,Heme Iron,iron,18,Levothyroxine/Bisphosphonates,levothyroxine,722,DrugBank-named
Heme Iron,Heme Iron,iron,18,Levothyroxine/Bisphosphonates,t,1824,DrugBank-named
Heme Iron,Heme Iron,iron,18,Levothyroxine/Bisphosphonates,al,1455,DrugBank-named
Sat.Fats,Sat.Fats,fat,9,Levothyroxine/Bisphosphonates,levothyroxine,722,PubMed-NLP
Sat.Fats,Sat.Fats,fat,9,Levothyroxine/Bisphosphonates,t,1824,PubMed-NLP
Sat.Fats,Sat.Fats,fat,9,Levothyroxine/Bisphosphonates,al,1455,PubMed-NLP
Sat.Fats,Sat.Fats,fat,9,Statins/Cyclosporine/Amiodarone,statins,1772,PubMed-NLP
Sat.Fats,Sat.Fats,fat,9,Statins/Cyclosporine/Amiodarone,cyclosporine,306,PubMed-NLP
Sat.Fats,Sat.Fats,fat,9,Statins/Cyclosporine/Amiodarone,amiodarone,56,PubMed-NLP
Sat.Fats,Sat.Fats,fat,9,Statins/Cyclosporine/Amiodarone,simvastatin,1174,PubMed-NLP
Cuminaldehyde,Cuminaldehyde,cuminaldehyde,1503,Levothyroxine/Bisphosphonates,levothyroxine,722,PubMed-NLP
Cuminaldehyde,Cuminaldehyde,cuminaldehyde,1503,Levothyroxine/Bisphosphonates,t,1824,PubMed-NLP
Cuminaldehyde,Cuminaldehyde,cuminaldehyde,1503,Levothyroxine/Bisphosphonates,al,1455,PubMed-NLP
Nasunin,Nasunin,anthocyanins,47,IronSuppl,ferrous sulfate anhydrous,513,LIT-confirmed
Nasunin,Nasunin,anthocyanins,47,IronSuppl,ferrous sulfate,1786,LIT-confirmed
Nasunin,Nasunin,anthocyanins,47,IronSuppl,ferrous gluconate,512,LIT-confirmed
Nasunin,Nasunin,anthocyanins,47,IronSuppl,ferrous fumarate,511,LIT-confirmed
LipidSponge,LipidSponge,fat,9,IronSuppl,ferrous sulfate anhydrous,513,DrugBank-text
LipidSponge,LipidSponge,fat,9,IronSuppl,ferrous sulfate,1786,DrugBank-text
LipidSponge,LipidSponge,fat,9,IronSuppl,ferrous gluconate,512,DrugBank-text
LipidSponge,LipidSponge,fat,9,IronSuppl,ferrous fumarate,511,DrugBank-text
LipidSponge,LipidSponge,fat,9,Statins/Amiodarone/VitD,statins,1772,DrugBank-text
LipidSponge,LipidSponge,fat,9,Statins/Amiodarone/VitD,amiodarone,56,DrugBank-text
LipidSponge,LipidSponge,fat,9,Statins/Amiodarone/VitD,simvastatin,1174,DrugBank-text
LipidSponge,LipidSponge,fat,9,Statins/Amiodarone/VitD,fe,1445,DrugBank-text
LipidSponge,LipidSponge,fat,9,Warfarin/Saquinavir,warfarin,1396,DrugBank-text
LipidSponge,LipidSponge,fat,9,Warfarin/Saquinavir,saquinavir,1149,DrugBank-text
LipidSponge,LipidSponge,fat,9,Allopurinol,allopurinol,36,DrugBank-text
LipidSponge,LipidSponge,fat,9,Digoxin/K⁺,digoxin,378,DrugBank-text
Allicin,Allicin,allicin,1011,Statins/Amiodarone/VitD,statins,1772,LIT-confirmed
Allicin,Allicin,allicin,1011,Statins/Amiodarone/VitD,amiodarone,56,LIT-confirmed
Allicin,Allicin,allicin,1011,Statins/Amiodarone/VitD,simvastatin,1174,LIT-confirmed
Allicin,Allicin,allicin,1011,Statins/Amiodarone/VitD,fe,1445,LIT-confirmed
Allicin,Allicin,allicin,1011,Warfarin/Saquinavir,warfarin,1396,DrugBank-named
Allicin,Allicin,allicin,1011,Warfarin/Saquinavir,saquinavir,1149,DrugBank-named
AceticAcid,Acetic Acid (Vinegar),acetic acid,33,IronSuppl,ferrous sulfate anhydrous,513,DrugBank-text
AceticAcid,Acetic Acid (Vinegar),acetic acid,33,IronSuppl,ferrous sulfate,1786,DrugBank-text
AceticAcid,Acetic Acid (Vinegar),acetic acid,33,IronSuppl,ferrous gluconate,512,DrugBank-text
AceticAcid,Acetic Acid (Vinegar),acetic acid,33,IronSuppl,ferrous fumarate,511,DrugBank-text
AceticAcid,Acetic Acid (Vinegar),acetic acid,33,Warfarin/Saquinavir,warfarin,1396,DrugBank-text
AceticAcid,Acetic Acid (Vinegar),acetic acid,33,Warfarin/Saquinavir,saquinavir,1149,DrugBank-text
AceticAcid,Acetic Acid (Vinegar),acetic acid,33,Allopurinol,allopurinol,36,DrugBank-text
AceticAcid,Acetic Acid (Vinegar),acetic acid,33,Digoxin/K⁺,digoxin,378,DrugBank-text
Beta-Glucan,Beta-Glucan,UNMATCHED,—,OralMeds/DelayedAbsorp,al,1455,LIT-confirmed
Beta-Glucan,Beta-Glucan,UNMATCHED,—,OralMeds/DelayedAbsorp,da,1603,LIT-confirmed
Beta-Glucan,Beta-Glucan,UNMATCHED,—,OralMeds/DelayedAbsorp,metformin,794,LIT-confirmed
Beta-Glucan,Beta-Glucan,UNMATCHED,—,OralMeds/DelayedAbsorp,levothyroxine,722,LIT-confirmed
Beta-Glucan,Beta-Glucan,UNMATCHED,—,OralMeds/DelayedAbsorp,ciprofloxacin,258,LIT-confirmed
Apigenin+Phthalide,Apigenin + Phthalides (Celery/Parsley),apigenin,656,Diuretics/ACE-I,furosemide,563,LIT-confirmed
Apigenin+Phthalide,Apigenin + Phthalides (Celery/Parsley),apigenin,656,Diuretics/ACE-I,hydrochlorothiazide,604,LIT-confirmed
Apigenin+Phthalide,Apigenin + Phthalides (Celery/Parsley),apigenin,656,Diuretics/ACE-I,torasemide,1308,LIT-confirmed
Apigenin+Phthalide,Apigenin + Phthalides (Celery/Parsley),apigenin,656,Diuretics/ACE-I,spironolactone,1201,LIT-confirmed
Apigenin+Phthalide,Apigenin + Phthalides (Celery/Parsley),apigenin,656,Diuretics/ACE-I,lisinopril,732,LIT-confirmed
Apigenin+Phthalide,Apigenin + Phthalides (Celery/Parsley),apigenin,656,Diuretics/ACE-I,enalapril,435,LIT-confirmed
Apigenin+Phthalide,Apigenin + Phthalides (Celery/Parsley),apigenin,656,Diuretics/ACE-I,ramipril,1092,LIT-confirmed
Apigenin+Phthalide,Apigenin + Phthalides (Celery/Parsley),apigenin,656,Diuretics/ACE-I,captopril,198,LIT-confirmed
Apigenin+Phthalide,Apigenin + Phthalides (Celery/Parsley),apigenin,656,Diuretics/ACE-I,perindopril,988,LIT-confirmed
Carvone,Carvone (Caraway/Karouiya),carvone,32,Codeine/Tramadol,codeine,287,LIT-confirmed
Carvone,Carvone (Caraway/Karouiya),carvone,32,Codeine/Tramadol,tramadol,1312,LIT-confirmed
Carvone,Carvone (Caraway/Karouiya),carvone,32,Allopurinol/GoutFlare,allopurinol,36,PubMed-NLP
Carvone,Carvone (Caraway/Karouiya),carvone,32,Allopurinol/GoutFlare,colchicine,289,PubMed-NLP
Purines,Purines,purine,799,OralMeds/DelayedAbsorp,al,1455,PubMed-NLP
Purines,Purines,purine,799,OralMeds/DelayedAbsorp,da,1603,PubMed-NLP
Purines,Purines,purine,799,OralMeds/DelayedAbsorp,metformin,794,PubMed-NLP
Purines,Purines,purine,799,OralMeds/DelayedAbsorp,levothyroxine,722,PubMed-NLP
Purines,Purines,purine,799,OralMeds/DelayedAbsorp,ciprofloxacin,258,PubMed-NLP
Purines,Purines,purine,799,Allopurinol/GoutFlare,allopurinol,36,LIT-confirmed
Purines,Purines,purine,799,Allopurinol/GoutFlare,colchicine,289,LIT-confirmed
PhyticAcid+NonHemeIron,Phytic Acid + Non-Heme Iron,phytic acid,762,Levothyroxine/Cipro,levothyroxine,722,DrugBank-named
PhyticAcid+NonHemeIron,Phytic Acid + Non-Heme Iron,phytic acid,762,Levothyroxine/Cipro,ciprofloxacin,258,DrugBank-named
PhyticAcid+NonHemeIron,Phytic Acid + Non-Heme Iron,phytic acid,762,ACE-I/Spiro,lisinopril,732,DrugBank-text
PhyticAcid+NonHemeIron,Phytic Acid + Non-Heme Iron,phytic acid,762,ACE-I/Spiro,enalapril,435,DrugBank-text
PhyticAcid+NonHemeIron,Phytic Acid + Non-Heme Iron,phytic acid,762,ACE-I/Spiro,ramipril,1092,DrugBank-text
PhyticAcid+NonHemeIron,Phytic Acid + Non-Heme Iron,phytic acid,762,ACE-I/Spiro,captopril,198,DrugBank-text
PhyticAcid+NonHemeIron,Phytic Acid + Non-Heme Iron,phytic acid,762,ACE-I/Spiro,perindopril,988,DrugBank-text
PhyticAcid+NonHemeIron,Phytic Acid + Non-Heme Iron,phytic acid,762,ACE-I/Spiro,buspirone,174,DrugBank-text
PhyticAcid+NonHemeIron,Phytic Acid + Non-Heme Iron,phytic acid,762,ACE-I/Spiro,spironolactone,1201,DrugBank-text
Allicin,Allicin,allicin,1011,CYP2C9/Glipizide,warfarin,1396,LIT-confirmed
Allicin,Allicin,allicin,1011,CYP2C9/Glipizide,phenytoin,1004,LIT-confirmed
Allicin,Allicin,allicin,1011,CYP2C9/Glipizide,glipizide,588,LIT-confirmed
Allicin,Allicin,allicin,1011,CYP2C9/Glipizide,flurbiprofen,546,LIT-confirmed
K+,Potassium,potassium,22,Levothyroxine/Cipro,levothyroxine,722,LIT-confirmed
K+,Potassium,potassium,22,Levothyroxine/Cipro,ciprofloxacin,258,LIT-confirmed
K+,Potassium,potassium,22,ACE-I/Spiro,lisinopril,732,DrugBank-named
K+,Potassium,potassium,22,ACE-I/Spiro,enalapril,435,DrugBank-named
K+,Potassium,potassium,22,ACE-I/Spiro,ramipril,1092,DrugBank-named
K+,Potassium,potassium,22,ACE-I/Spiro,captopril,198,DrugBank-named
K+,Potassium,potassium,22,ACE-I/Spiro,perindopril,988,DrugBank-named
K+,Potassium,potassium,22,ACE-I/Spiro,buspirone,174,DrugBank-named
K+,Potassium,potassium,22,ACE-I/Spiro,spironolactone,1201,DrugBank-named
Cuminaldehyde,Cuminaldehyde,cuminaldehyde,1503,Levothyroxine/Cipro,levothyroxine,722,PubMed-NLP
Cuminaldehyde,Cuminaldehyde,cuminaldehyde,1503,Levothyroxine/Cipro,ciprofloxacin,258,PubMed-NLP
CitricAcid,Citric Acid,citric acid,536,Al-Antacids,aluminum hydroxide,45,LIT-confirmed
CitricAcid,Citric Acid,citric acid,536,Al-Antacids,magnesium hydroxide,2647,LIT-confirmed
CitricAcid,Citric Acid,citric acid,536,Cipro/IronSuppl,ciprofloxacin,258,LIT-confirmed
CitricAcid,Citric Acid,citric acid,536,Cipro/IronSuppl,ferrous sulfate anhydrous,513,LIT-confirmed
CitricAcid,Citric Acid,citric acid,536,Cipro/IronSuppl,ferrous sulfate,1786,LIT-confirmed
CitricAcid,Citric Acid,citric acid,536,Cipro/IronSuppl,ferrous gluconate,512,LIT-confirmed
CitricAcid,Citric Acid,citric acid,536,Cipro/IronSuppl,ferrous fumarate,511,LIT-confirmed
PhyticAcid,Phytic Acid,phytic acid,762,Cipro/IronSuppl,ciprofloxacin,258,LIT-confirmed
PhyticAcid,Phytic Acid,phytic acid,762,Cipro/IronSuppl,ferrous sulfate anhydrous,513,LIT-confirmed
PhyticAcid,Phytic Acid,phytic acid,762,Cipro/IronSuppl,ferrous sulfate,1786,LIT-confirmed
PhyticAcid,Phytic Acid,phytic acid,762,Cipro/IronSuppl,ferrous gluconate,512,LIT-confirmed
PhyticAcid,Phytic Acid,phytic acid,762,Cipro/IronSuppl,ferrous fumarate,511,LIT-confirmed
Lecithin+Chol,Lecithin + Cholesterol (Egg Yolk / Aqda),soy lecithin,189,Insulin/Metformin,insulin,1615,PubMed-NLP
Lecithin+Chol,Lecithin + Cholesterol (Egg Yolk / Aqda),soy lecithin,189,Insulin/Metformin,metformin,794,PubMed-NLP
Lecithin+Chol,Lecithin + Cholesterol (Egg Yolk / Aqda),soy lecithin,189,Cyclosporine/Isotretinoin,cyclosporine,306,PubMed-NLP
Lecithin+Chol,Lecithin + Cholesterol (Egg Yolk / Aqda),soy lecithin,189,Cyclosporine/Isotretinoin,isotretinoin,666,PubMed-NLP
Lecithin+Chol,Lecithin + Cholesterol (Egg Yolk / Aqda),soy lecithin,189,Allopurinol,allopurinol,36,PubMed-NLP
Purines,Purines,purine,799,Al-Antacids,aluminum hydroxide,45,PubMed-NLP
Purines,Purines,purine,799,Al-Antacids,magnesium hydroxide,2647,PubMed-NLP
SatFats,Saturated Fats,fat,9,Statins/ARVs/Cyclosporine,statins,1772,LIT-confirmed
SatFats,Saturated Fats,fat,9,Statins/ARVs/Cyclosporine,cyclosporine,306,LIT-confirmed
SatFats,Saturated Fats,fat,9,Statins/ARVs/Cyclosporine,atorvastatin,96,LIT-confirmed
SatFats,Saturated Fats,fat,9,Statins/ARVs/Cyclosporine,simvastatin,1174,LIT-confirmed
SatFats,Saturated Fats,fat,9,Statins/ARVs/Cyclosporine,ritonavir,1126,LIT-confirmed
SatFats,Saturated Fats,fat,9,Insulin/Metformin,insulin,1615,DrugBank-text
SatFats,Saturated Fats,fat,9,Insulin/Metformin,metformin,794,DrugBank-text
SatFats,Saturated Fats,fat,9,Allopurinol,allopurinol,36,DrugBank-text
SatFats,Saturated Fats,fat,9,Levodopa,levodopa,715,DrugBank-text
SatFats,Saturated Fats,fat,9,Levothyroxine/Warfarin,levothyroxine,722,DrugBank-text
SatFats,Saturated Fats,fat,9,Levothyroxine/Warfarin,warfarin,1396,DrugBank-text
SatFats,Saturated Fats,fat,9,Cipro/Tetracycline,ciprofloxacin,258,DrugBank-text
SatFats,Saturated Fats,fat,9,Cipro/Tetracycline,tetracycline,1266,DrugBank-text
SatFats,Saturated Fats,fat,9,Cipro/Tetracycline,doxycycline,405,DrugBank-text
Amylopectin,Amylopectin,amylopectin,1801,Statins/ARVs/Cyclosporine,statins,1772,PubMed-NLP
Amylopectin,Amylopectin,amylopectin,1801,Statins/ARVs/Cyclosporine,cyclosporine,306,PubMed-NLP
Amylopectin,Amylopectin,amylopectin,1801,Statins/ARVs/Cyclosporine,atorvastatin,96,PubMed-NLP
Amylopectin,Amylopectin,amylopectin,1801,Statins/ARVs/Cyclosporine,simvastatin,1174,PubMed-NLP
Amylopectin,Amylopectin,amylopectin,1801,Statins/ARVs/Cyclosporine,ritonavir,1126,PubMed-NLP
LNAA,Large Neutral Amino Acids,l-leucine,511,Statins/ARVs/Cyclosporine,statins,1772,DrugBank-text
LNAA,Large Neutral Amino Acids,l-leucine,511,Statins/ARVs/Cyclosporine,cyclosporine,306,DrugBank-text
LNAA,Large Neutral Amino Acids,l-leucine,511,Statins/ARVs/Cyclosporine,atorvastatin,96,DrugBank-text
LNAA,Large Neutral Amino Acids,l-leucine,511,Statins/ARVs/Cyclosporine,simvastatin,1174,DrugBank-text
LNAA,Large Neutral Amino Acids,l-leucine,511,Statins/ARVs/Cyclosporine,ritonavir,1126,DrugBank-text
LNAA,Large Neutral Amino Acids,l-leucine,511,Insulin/Metformin,insulin,1615,DrugBank-text
LNAA,Large Neutral Amino Acids,l-leucine,511,Insulin/Metformin,metformin,794,DrugBank-text
LNAA,Large Neutral Amino Acids,l-leucine,511,Allopurinol,allopurinol,36,DrugBank-text
LNAA,Large Neutral Amino Acids,l-leucine,511,Levodopa,levodopa,715,LIT-confirmed
LNAA,Large Neutral Amino Acids,l-leucine,511,Levothyroxine/Warfarin,levothyroxine,722,DrugBank-text
LNAA,Large Neutral Amino Acids,l-leucine,511,Levothyroxine/Warfarin,warfarin,1396,DrugBank-text
LNAA,Large Neutral Amino Acids,l-leucine,511,Cipro/Tetracycline,ciprofloxacin,258,DrugBank-text
LNAA,Large Neutral Amino Acids,l-leucine,511,Cipro/Tetracycline,tetracycline,1266,DrugBank-text
LNAA,Large Neutral Amino Acids,l-leucine,511,Cipro/Tetracycline,doxycycline,405,DrugBank-text
Iodine+Omega3,Iodine+Omega3,iodine,492,Statins/ARVs/Cyclosporine,statins,1772,DrugBank-text
Iodine+Omega3,Iodine+Omega3,iodine,492,Statins/ARVs/Cyclosporine,cyclosporine,306,DrugBank-text
Iodine+Omega3,Iodine+Omega3,iodine,492,Statins/ARVs/Cyclosporine,atorvastatin,96,DrugBank-text
Iodine+Omega3,Iodine+Omega3,iodine,492,Statins/ARVs/Cyclosporine,simvastatin,1174,DrugBank-text
Iodine+Omega3,Iodine+Omega3,iodine,492,Statins/ARVs/Cyclosporine,ritonavir,1126,DrugBank-text
Iodine+Omega3,Iodine+Omega3,iodine,492,Insulin/Metformin,insulin,1615,DrugBank-text
Iodine+Omega3,Iodine+Omega3,iodine,492,Insulin/Metformin,metformin,794,DrugBank-text
Iodine+Omega3,Iodine+Omega3,iodine,492,Allopurinol,allopurinol,36,DrugBank-text
Iodine+Omega3,Iodine+Omega3,iodine,492,Levodopa,levodopa,715,DrugBank-text
Iodine+Omega3,Iodine+Omega3,iodine,492,Levothyroxine/Warfarin,levothyroxine,722,LIT-confirmed
Iodine+Omega3,Iodine+Omega3,iodine,492,Levothyroxine/Warfarin,warfarin,1396,LIT-confirmed
Iodine+Omega3,Iodine+Omega3,iodine,492,Cipro/Tetracycline,ciprofloxacin,258,DrugBank-text
Iodine+Omega3,Iodine+Omega3,iodine,492,Cipro/Tetracycline,tetracycline,1266,DrugBank-text
Iodine+Omega3,Iodine+Omega3,iodine,492,Cipro/Tetracycline,doxycycline,405,DrugBank-text
Ca2+,Calcium,calcium,2,Statins/ARVs/Cyclosporine,statins,1772,DrugBank-text
Ca2+,Calcium,calcium,2,Statins/ARVs/Cyclosporine,cyclosporine,306,DrugBank-text
Ca2+,Calcium,calcium,2,Statins/ARVs/Cyclosporine,atorvastatin,96,DrugBank-text
Ca2+,Calcium,calcium,2,Statins/ARVs/Cyclosporine,simvastatin,1174,DrugBank-text
Ca2+,Calcium,calcium,2,Statins/ARVs/Cyclosporine,ritonavir,1126,DrugBank-text
Ca2+,Calcium,calcium,2,Insulin/Metformin,insulin,1615,DrugBank-text
Ca2+,Calcium,calcium,2,Insulin/Metformin,metformin,794,DrugBank-text
Ca2+,Calcium,calcium,2,Allopurinol,allopurinol,36,DrugBank-text
Ca2+,Calcium,calcium,2,Levodopa,levodopa,715,DrugBank-text
Ca2+,Calcium,calcium,2,Levothyroxine/Warfarin,levothyroxine,722,LIT-confirmed
Ca2+,Calcium,calcium,2,Levothyroxine/Warfarin,warfarin,1396,LIT-confirmed
Ca2+,Calcium,calcium,2,Cipro/Tetracycline,ciprofloxacin,258,LIT-confirmed
Ca2+,Calcium,calcium,2,Cipro/Tetracycline,tetracycline,1266,LIT-confirmed
Ca2+,Calcium,calcium,2,Cipro/Tetracycline,doxycycline,405,LIT-confirmed
Acrylamide,Acrylamide,UNMATCHED,—,Insulin/Metformin,insulin,1615,PubMed-NLP
Acrylamide,Acrylamide,UNMATCHED,—,Insulin/Metformin,metformin,794,PubMed-NLP
Acrylamide,Acrylamide,UNMATCHED,—,Levothyroxine/Warfarin,levothyroxine,722,PubMed-NLP
Acrylamide,Acrylamide,UNMATCHED,—,Levothyroxine/Warfarin,warfarin,1396,PubMed-NLP
Acrylamide,Acrylamide,UNMATCHED,—,CYP2E1,paracetamol,1923,LIT-confirmed
Acrylamide,Acrylamide,UNMATCHED,—,CYP2E1,ethanol,1751,LIT-confirmed
Honey250g,Glucose/Fructose (Honey / Sugar Syrup),honey,177,Insulin/Metformin,insulin,1615,LIT-confirmed
Honey250g,Glucose/Fructose (Honey / Sugar Syrup),honey,177,Insulin/Metformin,metformin,794,LIT-confirmed
Honey250g,Glucose/Fructose (Honey / Sugar Syrup),honey,177,SGLT2+Diuretics,empagliflozin,433,LIT-confirmed
Honey250g,Glucose/Fructose (Honey / Sugar Syrup),honey,177,SGLT2+Diuretics,dapagliflozin,322,LIT-confirmed
Honey250g,Glucose/Fructose (Honey / Sugar Syrup),honey,177,SGLT2+Diuretics,canagliflozin,190,LIT-confirmed
Honey250g,Glucose/Fructose (Honey / Sugar Syrup),honey,177,SGLT2+Diuretics,furosemide,563,LIT-confirmed
Honey250g,Glucose/Fructose (Honey / Sugar Syrup),honey,177,SGLT2+Diuretics,hydrochlorothiazide,604,LIT-confirmed
Honey250g,Glucose/Fructose (Honey / Sugar Syrup),honey,177,SGLT2+Diuretics,torasemide,1308,LIT-confirmed
Honey250g,Glucose/Fructose (Honey / Sugar Syrup),honey,177,SGLT2+Diuretics,spironolactone,1201,LIT-confirmed
Honey250g,Glucose/Fructose (Honey / Sugar Syrup),honey,177,Statins/Isotretinoin,statins,1772,LIT-confirmed
Honey250g,Glucose/Fructose (Honey / Sugar Syrup),honey,177,Statins/Isotretinoin,isotretinoin,666,LIT-confirmed
Honey250g,Glucose/Fructose (Honey / Sugar Syrup),honey,177,Statins/Isotretinoin,simvastatin,1174,LIT-confirmed
Honey250g,Glucose/Fructose (Honey / Sugar Syrup),honey,177,Cyclosporine,cyclosporine,306,LIT-confirmed
DeepFryLipid+Lecithin,Oxidised Lipids (Deep-Fry Oil) + Lecithin,soy lecithin,189,Insulin/Metformin,insulin,1615,PubMed-NLP
DeepFryLipid+Lecithin,Oxidised Lipids (Deep-Fry Oil) + Lecithin,soy lecithin,189,Insulin/Metformin,metformin,794,PubMed-NLP
DeepFryLipid+Lecithin,Oxidised Lipids (Deep-Fry Oil) + Lecithin,soy lecithin,189,Statins/Isotretinoin,statins,1772,PubMed-NLP
DeepFryLipid+Lecithin,Oxidised Lipids (Deep-Fry Oil) + Lecithin,soy lecithin,189,Statins/Isotretinoin,isotretinoin,666,PubMed-NLP
DeepFryLipid+Lecithin,Oxidised Lipids (Deep-Fry Oil) + Lecithin,soy lecithin,189,Statins/Isotretinoin,simvastatin,1174,PubMed-NLP
DeepFryLipid+Lecithin,Oxidised Lipids (Deep-Fry Oil) + Lecithin,soy lecithin,189,Cyclosporine,cyclosporine,306,LIT-confirmed
Limonene,Limonene,limonene,1051,Cyclosporine,cyclosporine,306,PubMed-NLP
SatFats,Saturated Fats,fat,9,Statins/Cyclosporine/Amiodarone,statins,1772,LIT-confirmed
SatFats,Saturated Fats,fat,9,Statins/Cyclosporine/Amiodarone,cyclosporine,306,LIT-confirmed
SatFats,Saturated Fats,fat,9,Statins/Cyclosporine/Amiodarone,amiodarone,56,LIT-confirmed
SatFats,Saturated Fats,fat,9,Statins/Cyclosporine/Amiodarone,simvastatin,1174,LIT-confirmed
SatFats,Saturated Fats,fat,9,Sildenafil/Nitrates,sildenafil,1168,DrugBank-text
SatFats,Saturated Fats,fat,9,Sildenafil/Nitrates,t,1824,DrugBank-text
SatFats,Saturated Fats,fat,9,Sildenafil/Nitrates,isosorbide mononitrate,665,DrugBank-text
SatFats,Saturated Fats,fat,9,Sildenafil/Nitrates,nitroglycerin,900,DrugBank-text
SatFats,Saturated Fats,fat,9,Aspirin/Clopidogrel,aspirin,1469,DrugBank-text
SatFats,Saturated Fats,fat,9,Aspirin/Clopidogrel,clopidogrel,278,DrugBank-text
SatFats,Saturated Fats,fat,9,Lithium/Digoxin,lithium,1475,DrugBank-text
SatFats,Saturated Fats,fat,9,Lithium/Digoxin,digoxin,378,DrugBank-text
SatFats,Saturated Fats,fat,9,SGLT2,empagliflozin,433,DrugBank-text
SatFats,Saturated Fats,fat,9,SGLT2,dapagliflozin,322,DrugBank-text
SatFats,Saturated Fats,fat,9,SGLT2,canagliflozin,190,DrugBank-text
SatFats,Saturated Fats,fat,9,Benzodiazepines,diazepam,363,DrugBank-text
SatFats,Saturated Fats,fat,9,Benzodiazepines,alprazolam,42,DrugBank-text
SatFats,Saturated Fats,fat,9,Benzodiazepines,lorazepam,742,DrugBank-text
LArginine+Omega3+Amygdalin,LArginine+Omega3+Amygdalin,arginine,512,Insulin/Metformin,insulin,1615,PubMed-NLP
LArginine+Omega3+Amygdalin,LArginine+Omega3+Amygdalin,arginine,512,Insulin/Metformin,metformin,794,PubMed-NLP
LArginine+Omega3+Amygdalin,LArginine+Omega3+Amygdalin,arginine,512,Statins/Cyclosporine/Amiodarone,statins,1772,PubMed-NLP
LArginine+Omega3+Amygdalin,LArginine+Omega3+Amygdalin,arginine,512,Statins/Cyclosporine/Amiodarone,cyclosporine,306,PubMed-NLP
LArginine+Omega3+Amygdalin,LArginine+Omega3+Amygdalin,arginine,512,Statins/Cyclosporine/Amiodarone,amiodarone,56,PubMed-NLP
LArginine+Omega3+Amygdalin,LArginine+Omega3+Amygdalin,arginine,512,Statins/Cyclosporine/Amiodarone,simvastatin,1174,PubMed-NLP
LArginine+Omega3+Amygdalin,LArginine+Omega3+Amygdalin,arginine,512,Sildenafil/Nitrates,sildenafil,1168,PubMed-NLP
LArginine+Omega3+Amygdalin,LArginine+Omega3+Amygdalin,arginine,512,Sildenafil/Nitrates,t,1824,PubMed-NLP
LArginine+Omega3+Amygdalin,LArginine+Omega3+Amygdalin,arginine,512,Sildenafil/Nitrates,isosorbide mononitrate,665,PubMed-NLP
LArginine+Omega3+Amygdalin,LArginine+Omega3+Amygdalin,arginine,512,Sildenafil/Nitrates,nitroglycerin,900,PubMed-NLP
LArginine+Omega3+Amygdalin,LArginine+Omega3+Amygdalin,arginine,512,Lithium/Digoxin,lithium,1475,PubMed-NLP
LArginine+Omega3+Amygdalin,LArginine+Omega3+Amygdalin,arginine,512,Lithium/Digoxin,digoxin,378,PubMed-NLP
LArginine+Omega3+Amygdalin,LArginine+Omega3+Amygdalin,arginine,512,SGLT2,empagliflozin,433,PubMed-NLP
LArginine+Omega3+Amygdalin,LArginine+Omega3+Amygdalin,arginine,512,SGLT2,dapagliflozin,322,PubMed-NLP
LArginine+Omega3+Amygdalin,LArginine+Omega3+Amygdalin,arginine,512,SGLT2,canagliflozin,190,PubMed-NLP
Honey1.5kg,Honey,honey,177,Insulin/Metformin,insulin,1615,LIT-confirmed
Honey1.5kg,Honey,honey,177,Insulin/Metformin,metformin,794,LIT-confirmed
Honey1.5kg,Honey,honey,177,Statins/Cyclosporine/Amiodarone,statins,1772,LIT-confirmed
Honey1.5kg,Honey,honey,177,Statins/Cyclosporine/Amiodarone,cyclosporine,306,LIT-confirmed
Honey1.5kg,Honey,honey,177,Statins/Cyclosporine/Amiodarone,amiodarone,56,LIT-confirmed
Honey1.5kg,Honey,honey,177,Statins/Cyclosporine/Amiodarone,simvastatin,1174,LIT-confirmed
Honey1.5kg,Honey,honey,177,Sildenafil/Nitrates,sildenafil,1168,DrugBank-text
Honey1.5kg,Honey,honey,177,Sildenafil/Nitrates,t,1824,DrugBank-text
Honey1.5kg,Honey,honey,177,Sildenafil/Nitrates,isosorbide mononitrate,665,DrugBank-text
Honey1.5kg,Honey,honey,177,Sildenafil/Nitrates,nitroglycerin,900,DrugBank-text
Honey1.5kg,Honey,honey,177,Aspirin/Clopidogrel,aspirin,1469,DrugBank-text
Honey1.5kg,Honey,honey,177,Aspirin/Clopidogrel,clopidogrel,278,DrugBank-text
Honey1.5kg,Honey,honey,177,SGLT2,empagliflozin,433,LIT-confirmed
