brand_name,inn_raw,inn_normalized,pipeline_drug,match_type
MAFEPAIN,ACIDE MEFENAMIQUE,acide mefenamique,Mefenamic acid,prefix
NAABAK,ACIDE N-ACETYL ASPARTYL GLUTAMIQUE (SOUS FORME SEL DE SODIUM)**,acide n-acetyl aspartyl glutamique (sous forme sel de sodium)**,,none
RHINAAXIA,"ACIDE N-ACETYL ASPARTYL GLUTAMIQUE,SEL DE MAGNESIUM","acide n-acetyl aspartyl glutamique,sel de magnesium",,none
FLUCIDAL,ACIDE NIFLUMIQUE,acide niflumique,Niflumic acid,prefix
NIFLUGEL,ACIDE NIFLUMIQUE,acide niflumique,Niflumic acid,prefix
NIFLUMENE,ACIDE NIFLUMIQUE,acide niflumique,Niflumic acid,prefix
GEMATE GEL,ACIDE NIFLUMIQUE,acide niflumique,Niflumic acid,prefix
NIFLURIC,ACIDE NIFLUMIQUE,acide niflumique,Niflumic acid,prefix
INFLAMINE,ACIDE NIFLUMIQUE,acide niflumique,Niflumic acid,prefix
RISONATE,ACIDE RISEDRONIQUE MONOSODIQUE HEMIPENTAHYDRATE EXPRIME EN ACIDE RIDEDRONIQUE MONOSODIQUE,acide ridedronique,,none
OSTONEL ONCE A WEEK,ACIDE RISEDRONIQUE MONOSODIQUE HEMIPENTAHYDRATE EXPRIME EN ACIDE RIDEDRONIQUE MONOSODIQUE,acide ridedronique,,none
OSTEOS,ACIDE RISEDRONIQUE SEL MONOSODIQUE,acide risedronique sel,Risedronic acid,prefix
TIALYZ,Acide ursodesoxycholique,acide ursodesoxycholique,Ursodeoxycholic acid,prefix
URSOLVAN,Acide ursodesoxycholique,acide ursodesoxycholique,Ursodeoxycholic acid,prefix
SOPVAL,ACIDE VALPROIQUE (SOUS FORME DE VALPROATE DE SODIUM),acide valproique (sous forme de valproate de sodium),Valproic acid,prefix
ZOMETA,ACIDE ZOLEDRONIQUE,acide zoledronique,Zoledronic acid,prefix
ZOLIDRO,ACIDE ZOLEDRONIQUE MONOHYDRATE,acide zoledronique,Zoledronic acid,prefix
ACIDE ZOLEDRONIQUE HIKMA,ACIDE ZOLEDRONIQUE MONOHYDRATE (EXPRIME EN ACIDE ZOLEDRONIQUE),acide zoledronique),Zoledronic acid,prefix
ACLASTA,ACIDE ZOLEDRONIQUE MONOHYDRATE EXPRIME EN ACIDE ZOLEDRONIQUE,acide zoledronique,Zoledronic acid,prefix
ZOLTONAR,Acide zoledronique monohydrate exprime en acide zoledronique,acide zoledronique,Zoledronic acid,prefix
ZOLDRIA,ACIDE ZOLEDRONIQUE MONOHYDRATEE EXPRIME EN ACIDE ZOLEDRONIQUE ANHYDRE,acide zoledronique,Zoledronic acid,prefix
ZOLENAT,ACIDE ZOLEDRONIQUE MONOHYDRATEE EXPRIME EN ACIDE ZOLEDRONIQUE ANHYDRE,acide zoledronique,Zoledronic acid,prefix
ZOBONE,ACIDE ZOLEDRONIQUE MONOHYDRATEE EXPRIME EN ACIDE ZOLEDRONIQUE ANHYDRE,acide zoledronique,Zoledronic acid,prefix
OLICLINOMEL N4- 550E,ACIDES AMINES / GLUCOSE / LIPIDES,acides amines / glucose / lipides,,none
OLICLINOMEL N7-1000 E,ACIDES AMINES / GLUCOSE / LIPIDES,acides amines / glucose / lipides,,none
HUMIRA,ADALIMUMAB,adalimumab,Adalimumab,exact
DIFFERINE,ADAPALENE,adapalene,Adapalene,exact
ADAPALENE NOVAGENERICS,ADAPALENE,adapalene,Adapalene,exact
ATEPADENE,Adénosine triphosphate,adénosine triphosphate,,none
ATP NOVAGENERICS,Adénosine triphosphate disodique trihydraté exprimé en adénosine triphosphate disodique,adénosine triphosphate,,none
ADRENALINE RAZES SANS SULFITE,ADRENALINE TARTRATE EXPRIME EN ADRENALINE,adrenaline,Adrenalone,prefix
DRINAL,ADRENALINE TARTRATE EXPRIME EN ADRENALINE,adrenaline,Adrenalone,prefix
NORADRENALINE RAZES,ADRENALINE TARTRATE EXPRIME EN ADRENALINE,adrenaline,Adrenalone,prefix
GIOTRIF,Afatinib dimaléate exprimé en afatinib,afatinib,Afatinib,exact
EYLEA,AFLIBERCEPT,aflibercept,Aflibercept,exact
ZALTRAP,Aflibercept SANOFI,aflibercept sanofi,Aflibercept,prefix
REPLAGAL,AGALSIDASE ALFA,agalsidase alfa,Agalsidase beta,prefix
FABRAZYME,AGALSIDASE BETA,agalsidase beta,Agalsidase beta,exact
Nétupitant / palonosétron exprimé  en palonosétron,AKYNZEO,akynzeo,,none
VERTEN,ALBENDAZOLE,albendazole,Albendazole,exact
OXYZOL,ALBENDAZOLE,albendazole,Albendazole,exact
ALBUREL,ALBUMINE HUMAINE,albumine humaine,albumin,prefix
HUMAN ALBUMIN BAXTER,ALBUMINE HUMAINE,albumine humaine,albumin,prefix
ALBUMINE HUMAINE 20% BIOTEST,ALBUMINE HUMAINE,albumine humaine,albumin,prefix
VIALEBEX,ALBUMINE HUMAINE,albumine humaine,albumin,prefix
ALCOOL CHIRURGICAL 70°,ALCOOL ETHYLIQUE,alcool ethylique,,none
ALCOOL CHIRURGICAL 90°,ALCOOL ETHYLIQUE,alcool ethylique,,none
ALCOOL CHIRURGICAL 70°,ALCOOL ETHYLIQUE,alcool ethylique,,none
ALCOOL CHIRURGICAL 70°,ALCOOL ETHYLIQUE,alcool ethylique,,none
ALCOOL DENATURE RPP,ALCOOL ETHYLIQUE 96°,alcool ethylique 96°,,none
DROMAX,ALENDRONATE MONOSODIQUE TRIHYDRATE EXPRIME EN ACIDE ALENDRONIQUE,acide alendronique,Alendronic acid,prefix
POROSIMAX,ALENDRONATE MONOSODIQUE TRIHYDRATE EXPRIME EN ACIDE ALENDRONIQUE,acide alendronique,Alendronic acid,prefix
OSPORIX,ALENDRONATE MONOSODIQUE TRIHYDRATE EXPRIME EN ACIDE ALENDRONIQUE,acide alendronique,Alendronic acid,prefix
FOSACARE,ALENDRONATE MONOSODIQUE TRIHYDRATE EXPRIME EN ACIDE ALENDRONIQUE,acide alendronique,Alendronic acid,prefix
OSTOMAX,ALENDRONATE MONOSODIQUE TRIHYDRATE EXPRIME EN ALENDRONATE DE SODIUM,alendronate de sodium,Alendronic acid,prefix
FOLENAT,ALENDRONATE MONOSODIQUE TRIHYDRATE EXPRIME EN ALENDRONATE DE SODIUM,alendronate de sodium,Alendronic acid,prefix
UN-ALFA,ALFACALCIDOL,alfacalcidol,Alfacalcidol,exact
SUPRA CALCI,ALFACALCIDOL,alfacalcidol,Alfacalcidol,exact
SUPRA CALCI,ALFACALCIDOL (OU 1 ALPHA-HYDROXYCHOLECALCIFEROL),alfacalcidol (ou 1 alpha-hydroxycholecalciferol),Alfacalcidol,prefix
FRAXAL,ALFUZOSINE CHLORHYDRATE,alfuzosine,Alfuzosin,exact
PROSTAX LP,ALFUZOSINE CHLORHYDRATE,alfuzosine,Alfuzosin,exact
XATRAL LP,ALFUZOSINE CHLORHYDRATE,alfuzosine,Alfuzosin,exact
GASTRIUM,ALGINATE DE SODIUM / BICARBONATE DE SODIUM,alginate de sodium / bicarbonate de sodium,,none
NOBAC,ALGINATE DE SODIUM / BICARBONATE DE SODIUM/CARBONATE DE CALCIUM,alginate de sodium / bicarbonate de sodium/carbonate de calcium,,none
GATIMOX AROME FENOUIL,ALGINATE DE SODIUM/BICARBONATE DE SODIUM,alginate de sodium/bicarbonate de sodium,,none
MYOZYME,ALGLUCOSIDASE ALFA,alglucosidase alfa,,none
NO URIC 100,ALLOPURINOL,allopurinol,Allopurinol,exact
NO URIC 300,ALLOPURINOL,allopurinol,Allopurinol,exact
ZANURIC 100,ALLOPURINOL,allopurinol,Allopurinol,exact
ZANURIC,ALLOPURINOL,allopurinol,Allopurinol,exact
ZYLORIC,ALLOPURINOL,allopurinol,Allopurinol,exact
NADLORIC,ALLOPURINOL,allopurinol,Allopurinol,exact
LAMYLASE,ALPHA-AMYLASE,alpha-amylase,,none
MEGAMYLASE,ALPHA-AMYLASE,alpha-amylase,,none
MAXILASE,ALPHA-AMYLASE,alpha-amylase,,none
EDEX,ALPROSTADIL,alprostadil,Alprostadil,exact
METEOSPASMYL,ALVERINE/SIMETICONE,alverine/simeticone,Alverine,prefix
MUCOREX,AMBROXOL,ambroxol,Ambroxol,exact
TOUXOL,AMBROXOL  ( SOUS FORME DE CHLORHYDRATE)**,ambroxol  ( sous forme de)**,Ambroxol,prefix
AMBOLAR,AMBROXOL  (CHLORHYDRATE),ambroxol  (chlorhydrate),Ambroxol,prefix
AMBRODAL,AMBROXOL  (CHLORHYDRATE),ambroxol  (chlorhydrate),Ambroxol,prefix
FLUXOL,AMBROXOL (CHLORHYDRATE),ambroxol (chlorhydrate),Ambroxol,prefix
BROXOL,AMBROXOL (CHLORHYDRATE),ambroxol (chlorhydrate),Ambroxol,prefix
GASTROGRAFINE,AMIDOTRIZOATE DE SODIUM / AMIDOTRIZOATE DE MEGLUMINE,amidotrizoate de sodium / amidotrizoate de meglumine,,none
LIKACIN,AMIKACINE SULFATE EXPRIME EN AMIKACINE,amikacine,Amikacin,exact
AMURETIC,AMILORIDE CHLORHYDRATE / HYDROCHLOROTHIAZIDE,amiloride / hydrochlorothiazide,Amiloride,prefix
TRIAXONE,Amiodarone chlorhydrate,amiodarone,Amiodarone,exact
CORDARONE,Amiodarone chlorhydrate,amiodarone,Amiodarone,exact
AMIODARONE CLORIDRATO BIOINDUSTRIA L.I.M,Amiodarone chlorhydrate,amiodarone,Amiodarone,exact
AMIODARONE HUP,Amiodarone chlorhydrate,amiodarone,Amiodarone,exact
MISULAR,AMISULPRIDE,amisulpride,Amisulpride,exact
AMISULPRIDE LDM,AMISULPRIDE,amisulpride,Amisulpride,exact
SUPRIMIDE,AMISULPRIDE,amisulpride,Amisulpride,exact
SOLIAN,AMISULPRIDE,amisulpride,Amisulpride,exact
AMISULPRIDE BEKER,AMISULPRIDE,amisulpride,Amisulpride,exact
DEPRESTAT LP,AMITRIPTYLINE CHLORHYDRATE,amitriptyline,Amitriptyline,exact
ATRYLINE,AMITRIPTYLINE CHLORHYDRATE EXPRIME EN AMITRIPTYLINE,amitriptyline,Amitriptyline,exact
ISOPTYL,AMITRIPTYLINE CHLORHYDRATE EXPRIME EN AMITRIPTYLINE,amitriptyline,Amitriptyline,exact
AMITRIPTYLINE KPMA,AMITRIPTYLINE CHLORHYDRATE EXPRIME EN AMITRIPTYLINE,amitriptyline,Amitriptyline,exact
ANXIOL,AMITRIPTYLINE CHLORHYDRATE EXPRIME EN AMITRIPTYLINE,amitriptyline,Amitriptyline,exact
AMITRIPTYLINE,AMITRIPTYLINE CHLORHYDRATE EXPRIME EN AMITRIPTYLINE,amitriptyline,Amitriptyline,exact
MITRIL,AMITRIPTYLINE CHLORHYDRATE EXPRIME EN AMITRIPTYLINE,amitriptyline,Amitriptyline,exact
MITRIL,AMITRIPTYLINE CHLORHYDRATE EXPRIME EN AMITRIPTYLINE,amitriptyline,Amitriptyline,exact
GEROXYL,AMITRIPTYLINE CHLORHYDRATE EXPRIME EN AMITRIPTYLINE,amitriptyline,Amitriptyline,exact
LAROXYLINE,AMITRIPTYLINE CHLORHYDRATE EXPRIME EN AMITRIPTYLINE,amitriptyline,Amitriptyline,exact
AMATRILINE,AMITRIPTYLINE CHLORHYDRATE EXPRIME EN AMITRIPTYLINE,amitriptyline,Amitriptyline,exact
UNISIA,AMLODIPINE BESIATE EXPRIME EN AMLODIPINE /CANDESARTAN COLEXETIL,amlodipine /candesartan colexetil,Amlodipine,prefix
AMLODIPAL,Amlodipine bésilate exprimé en amlodipine,amlodipine,Amlodipine,exact
LOWVASC,Amlodipine bésilate exprimé en amlodipine,amlodipine,Amlodipine,exact
AMLIBON,Amlodipine bésilate exprimé en amlodipine,amlodipine,Amlodipine,exact
TENSODIPINE,Amlodipine bésilate exprimé en amlodipine,amlodipine,Amlodipine,exact
AMLODAL,Amlodipine bésilate exprimé en amlodipine,amlodipine,Amlodipine,exact
AMLODIPINE LDM,Amlodipine bésilate exprimé en amlodipine,amlodipine,Amlodipine,exact
AMLOMED,Amlodipine bésilate exprimé en amlodipine,amlodipine,Amlodipine,exact
AMLODIPINE BEKER,Amlodipine bésilate exprimé en amlodipine,amlodipine,Amlodipine,exact
AMLODIPINE MM,Amlodipine bésilate exprimé en amlodipine,amlodipine,Amlodipine,exact
TORVAPINE,AMLODIPINE BESILATE EXPRIME EN AMLODIPINE / ATORVASTATINE CALCIQUE TRIHYDRATEE EXPRIME EN ATORVASTATINE,amlodipine / atorvastatinee exprime en atorvastatine,Amlodipine,prefix
EXBITAN,Amlodipine Besilate Exprime En Amlodipine / Valsartan,amlodipine / valsartan,Amlodipine,prefix
EXSART,Amlodipine Besilate Exprime En Amlodipine / Valsartan,amlodipine / valsartan,Amlodipine,prefix
AMLOVAL,Amlodipine Besilate Exprime En Amlodipine / Valsartan,amlodipine / valsartan,Amlodipine,prefix
BIOFORGE,Amlodipine Besilate Exprime En Amlodipine / Valsartan,amlodipine / valsartan,Amlodipine,prefix
AMLODIPINE+VALSARTAN LDM,Amlodipine Besilate Exprime En Amlodipine / Valsartan,amlodipine / valsartan,Amlodipine,prefix
EXVAL,Amlodipine Besilate Exprime En Amlodipine / Valsartan,amlodipine / valsartan,Amlodipine,prefix
EXFORMEDIC,Amlodipine Besilate Exprime En Amlodipine / Valsartan,amlodipine / valsartan,Amlodipine,prefix
DARTIX,Amlodipine Besilate Exprime En Amlodipine / Valsartan,amlodipine / valsartan,Amlodipine,prefix
VESTAMOL,Amlodipine Besilate Exprime En Amlodipine / Valsartan,amlodipine / valsartan,Amlodipine,prefix
ANGIOSAR,Amlodipine Besilate Exprime En Amlodipine / Valsartan,amlodipine / valsartan,Amlodipine,prefix
AMPLID,Amlodipine Besilate Exprime En Amlodipine / Valsartan,amlodipine / valsartan,Amlodipine,prefix
VALAMLO ALEMBIC MAMI,Amlodipine Besilate Exprime En Amlodipine / Valsartan,amlodipine / valsartan,Amlodipine,prefix
EXFORGE,Amlodipine Besilate Exprime En Amlodipine / Valsartan,amlodipine / valsartan,Amlodipine,prefix
COVERAM,AMLODIPINE BESILATE EXPRIME EN AMLODIPINE/PERINDOPRIL EXPRIME EN PERINDOPRIL ARGININE,amlodipine/perindopril exprime en perindopril arginine,Amlodipine,prefix
EXIRB,AMLODIPINE BESILATE/IRBESARTAN,amlodipine besilate/irbesartan,Amlodipine,prefix
EXFORGE,AMLODIPINE BESYLATE EXPRIME EN AMLODIPINE/ VALSARTAN,amlodipine/ valsartan,Amlodipine,prefix
LOCERYL,AMOROLFINE CHLORHYDRATE EXPRIME EN AMOROLFINE,amorolfine,Amorolfine,exact
HIMOXYL,AMOXICILLINE,amoxicilline,Amoxicillin,exact
AMOXYPEN,AMOXICILLINE SODIQUE EXPRIME EN AMOXICILLINE,amoxicilline,Amoxicillin,exact
AMOCLAN,AMOXICILLINE SODIQUE EXPRIME EN AMOXICILLINE / ACIDE CLAVULANIQUE POTASSIQUE EXPRIME EN ACIDE CLAVULANIQUE,amoxicilline / acide clavulanique potassique exprime en acide clavulanique,,none
CLAVODEX DUO,AMOXICILLINE TRIHYDRAT2E /ACIDE CLAVULANIQUE POTASSIQUE,amoxicilline trihydrat2e /acide clavulanique potassique,,none
HIMOXYL,AMOXICILLINE TRIHYDRATE E EXPRIME EN AMOXICILLINE ANHYDRE,amoxicilline,Amoxicillin,exact
AMOXYPEN,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE,amoxicilline,Amoxicillin,exact
AMOXAL,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE,amoxicilline,Amoxicillin,exact
SAIFOXYL,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE,amoxicilline,Amoxicillin,exact
BIOPAMOX,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE,amoxicilline,Amoxicillin,exact
AMOXICILLINE EG,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE,amoxicilline,Amoxicillin,exact
AMOXIMEX,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE,amoxicilline,Amoxicillin,exact
CLAVODA R 625,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE / ACIDE CLAVULANIQUE SEL DE POTASSIUM EXPRIME EN ACIDE CLAVULANIQUE,amoxicilline / acide clavulanique sel de potassium exprime en acide clavulanique,,none
KLAVOX,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE / ACIDE CLAVULANIQUE SEL DE POTASSIUM EXPRIME EN ACIDE CLAVULANIQUE,amoxicilline / acide clavulanique sel de potassium exprime en acide clavulanique,,none
CLAVODEX,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE / ACIDE CLAVULANIQUE SEL DE POTASSIUM EXPRIME EN ACIDE CLAVULANIQUE,amoxicilline / acide clavulanique sel de potassium exprime en acide clavulanique,,none
PENAMOX,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE,amoxicilline,Amoxicillin,exact
PENAMOX D,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE,amoxicilline,Amoxicillin,exact
AMOXYPEN,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE,amoxicilline,Amoxicillin,exact
AMOXAL,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE,amoxicilline,Amoxicillin,exact
BIOPAMOX,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE,amoxicilline,Amoxicillin,exact
AMOXICILLINE EG,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE,amoxicilline,Amoxicillin,exact
