brand_name,inn_raw,inn_normalized,pipeline_drug,match_type
PREXET,Pémétrexed hémipentahydraté disodique,pémétrexed hémipentahydraté,,none
PENTORENTAL,PENTOXIFYLLINE,pentoxifylline,Pentoxifylline,exact
COVERSYL,PERINDOPRIL ARGININE,perindopril arginine,,none
PRETERAX ARGININE,PERINDOPRIL ARGININE / INDAPAMIDE,perindopril arginine / indapamide,,none
BIPRETERAX ARGININE,PERINDOPRIL ARGININE / INDAPAMIDE,perindopril arginine / indapamide,,none
PERINDOSYL,PERINDOPRIL ERBUMINE,perindopril erbumine,,none
FLUTERAX,PERINDOPRIL ERBUMINE / INDAPAMIDE,perindopril erbumine / indapamide,,none
PERINDOSYL,PERINDOPRIL TER-BUTYLAMINE,perindopril ter-butylamine,,none
PERINDOPRIL BEKER,PERINDOPRIL TER-BUTYLAMINE,perindopril ter-butylamine,,none
BINOVAX,PERINDOPRIL TER-BUTYLAMINE / INDAPAMIDE,perindopril ter-butylamine / indapamide,,none
FLUTERAX,PERINDOPRIL TER-BUTYLAMINE / INDAPAMIDE,perindopril ter-butylamine / indapamide,,none
EVERYL,PERINDOPRIL TER-BUTYLAMINE / INDAPAMIDE,perindopril ter-butylamine / indapamide,,none
BIEVERYL,PERINDOPRIL TER-BUTYLAMINE / INDAPAMIDE,perindopril ter-butylamine / indapamide,,none
OXYDERM 10 V  RPP,PEROXYDE D' HYDROGENE,peroxyde d' hydrogene,,none
EAU OXYGENEE,PEROXYDE D' HYDROGENE,peroxyde d' hydrogene,,none
CUTACNYL,PEROXYDE DE BENZOYLE,peroxyde de benzoyle,,none
EAU OXYGENEE,PEROXYDE D'HYDROGENE,peroxyde d'hydrogene,,none
EAU OXYGENEE 10V,PEROXYDE D'HYDROGENE,peroxyde d'hydrogene,,none
PERJETA,Pertuzumab,pertuzumab,Pertuzumab,exact
OTIPAX,PHENAZONE/CHLORHYDRATE DE LIDOCAINE,phenazone/chlorhydrate de lidocaine,,none
ORICALM,PHENAZONE/CHLORHYDRATE DE LIDOCAINE,phenazone/chlorhydrate de lidocaine,,none
SEVENAL,PHENOBARBITAL,phenobarbital,Phenobarbital,exact
PHENOXAL,PHENOBARBITAL,phenobarbital,Phenobarbital,exact
GARDENAL,PHENOBARBITAL** (SOUS FORME SODIQUE),phenobarbital** (sous forme),Phenobarbital,prefix
ORAPEN,PHENOXYMETHYLPENICILLINE,phenoxymethylpenicilline,Phenoxymethylpenicillin,exact
PENIVAL,PHENOXYMETHYLPENICILLINE POTASSIQUE,phenoxymethylpenicilline potassique,,none
ORAPEN,PHENOXYMETHYLPENICILLINE POTASSIQUE EXPRIME EN PHENOXYMETHYLPENICILLINE,phenoxymethylpenicilline,Phenoxymethylpenicillin,exact
PENIVAL,PHENOXYMETHYLPENICILLINE POTASSIQUE EXPRIME EN PHENOXYMETHYLPENICILLINE,phenoxymethylpenicilline,Phenoxymethylpenicillin,exact
APIFRIN -10,PHENYLEPHRINE,phenylephrine,Phenylephrine,exact
NEOSYNEPHRINE FAURE 10%,PHENYLEPHRINE CHLORHYDRATE,phenylephrine,Phenylephrine,exact
GRIPEX,PHENYLEPHRINE CHLORHYDRATE/CHLORPHENIRAMINE MALEATE,phenylephrine/chlorpheniramine,,none
FENTEX,PHENYTOINE SODIQUE,phenytoine,Phenytoin,exact
EUFOR,Phloroglucinol dihydraté,phloroglucinol dihydraté,Phloroglucinol,prefix
SPASLAM,Phloroglucinol dihydraté,phloroglucinol dihydraté,Phloroglucinol,prefix
PHLOROGLUCINOL IVAL,Phloroglucinol dihydraté,phloroglucinol dihydraté,Phloroglucinol,prefix
SPASMOL,Phloroglucinol dihydraté,phloroglucinol dihydraté,Phloroglucinol,prefix
PHLOROGLUCINOL BGL,Phloroglucinol dihydraté,phloroglucinol dihydraté,Phloroglucinol,prefix
SPASMEX,Phloroglucinol dihydraté,phloroglucinol dihydraté,Phloroglucinol,prefix
SPACYL,Phloroglucinol dihydraté,phloroglucinol dihydraté,Phloroglucinol,prefix
SPASMODYL,Phloroglucinol dihydraté,phloroglucinol dihydraté,Phloroglucinol,prefix
PHLOROXIM,Phloroglucinol dihydraté,phloroglucinol dihydraté,Phloroglucinol,prefix
OROSPASM,Phloroglucinol dihydraté,phloroglucinol dihydraté,Phloroglucinol,prefix
PHLOROGLUCINOL HUP,Phloroglucinol dihydraté,phloroglucinol dihydraté,Phloroglucinol,prefix
SPASFOMEX,Phloroglucinol dihydraté,phloroglucinol dihydraté,Phloroglucinol,prefix
LEVOSPASME,Phloroglucinol dihydraté,phloroglucinol dihydraté,Phloroglucinol,prefix
PHLOROGLUCINOL MM,Phloroglucinol dihydraté,phloroglucinol dihydraté,Phloroglucinol,prefix
PHLOSPASM,Phloroglucinol dihydraté,phloroglucinol dihydraté,Phloroglucinol,prefix
PHLOSPAM,Phloroglucinol dihydraté,phloroglucinol dihydraté,Phloroglucinol,prefix
METEOLAX,PHLOROGLUCINOL DIHYDRATE/ SIMETICONE,phloroglucinol/ simeticone,Phloroglucinol,prefix
PHLOCINAL,PHLOROGLUCINOL HYDRATE/ TRIMETHYLPHLOROGLUCINOL,phloroglucinol hydrate/ trimethylphloroglucinol,Phloroglucinol,prefix
SPASMODYL,PHLOROGLUCINOL HYDRATE/ TRIMETHYLPHLOROGLUCINOL,phloroglucinol hydrate/ trimethylphloroglucinol,Phloroglucinol,prefix
RHINATHIOL AD TOUX SECHE,PHOLCODINE,pholcodine,Pholcodine,exact
TUSSO RHINATHIOL TOUX SECHE ENFANT,PHOLCODINE,pholcodine,Pholcodine,exact
BIOCALYPTOL A LA PHOLCODINE,PHOLCODINE / GAIACOL,pholcodine / gaiacol,Pholcodine,prefix
POLERY ENFANTS,PHOLCODINE/EXTRAIT FLUIDE D'ERYSIMUM,pholcodine/extrait fluide d'erysimum,Pholcodine,prefix
COLOKIT,Phosphate monosodique monohydraté / phosphate disodique anhydre,phosphate monohydraté /,,none
NEOCALCIGENOL,PHOSPHATE TRICALCIQUE / FLUORURE DE SODIUM / VITAMINE D3 / ASCORBATE DE SODIUM,phosphate tricalcique / fluorure de sodium / vitamine d3 / ascorbate de sodium,,none
VITABACT,PICLOXYDINE CHLORHYDRATE,picloxydine,,none
PICOPREP,PICOSULFATE DE SODIUM/OXYDE DE MAGNéSIUM LéGER / ACIDE CITRIQUE,picosulfate de sodium/oxyde de magnésium léger / acide citrique,Picosulfuric acid,prefix
APICARPIN,PILOCARPINE,pilocarpine,Pilocarpine,exact
PILO 1,PILOCARPINE (NITRATE),pilocarpine (nitrate),Pilocarpine,prefix
PINAVERIUM GL,PINAVERIUM BROMURE,pinaverium bromure,Pinaverium,prefix
DICETEL,PINAVERIUM BROMURE,pinaverium bromure,Pinaverium,prefix
PINAVERIUM NOVAGENERICS,PINAVERIUM BROMURE,pinaverium bromure,Pinaverium,prefix
PINATEL,PINAVERIUM BROMURE,pinaverium bromure,Pinaverium,prefix
PRIXAM,PIROXICAM,piroxicam,Piroxicam,exact
FELCAM,PIROXICAM,piroxicam,Piroxicam,exact
PIROXICAM NOVAGENERICS,PIROXICAM,piroxicam,Piroxicam,exact
FELCAM FAST,PIROXICAM,piroxicam,Piroxicam,exact
FENOXAM,PIROXICAM,piroxicam,Piroxicam,exact
FRADENE,PIROXICAM,piroxicam,Piroxicam,exact
PIROXEN,PIROXICAM,piroxicam,Piroxicam,exact
ORTHOCAM,PIROXICAM,piroxicam,Piroxicam,exact
PIROXENE,PIROXICAM,piroxicam,Piroxicam,exact
PRELDENE,PIROXICAM,piroxicam,Piroxicam,exact
ROXICAM,PIROXICAM,piroxicam,Piroxicam,exact
PIROXICAM PHYSIOPHARM,PIROXICAM,piroxicam,Piroxicam,exact
PIROXICAM  PHYSIOPHARM,PIROXICAM,piroxicam,Piroxicam,exact
FELDENE,PIROXICAM,piroxicam,Piroxicam,exact
CYCLADOL,PIROXICAM SOUS FORME DE COMPLEXE PIROXICAM - BETA - CYCLODEXTRINE EXPRIME EN PIROXICAM,piroxicam,Piroxicam,exact
FORTRANS,POLYETHYLENE GLYCOL 4000 / SULFATE DE SODIUM ANHYDRE / BICARBONATE DE SODIUM / CHLORURE DE SODIUM / CHLORURE DE POTASSIUM,polyethylene glycol 4000 / de sodium / bicarbonate de sodium / chlorure de sodium / chlorure de potassium,,none
PANOTILE,POLYMYXINE /NEOMYCINE/ACETATE DE FLUDROCORTISONE/LIDOCAINE CHLORHYDRATE,polymyxine /neomycine/acetate de fludrocortisone/lidocaine,Polymyxin B,prefix
KAYEXALATE,POLYSTIRENE SULFONATE DE SODIUM,polystirene sulfonate de sodium,,none
POLYLAD,POLYVIDONE IODEE,polyvidone iodee,Polyvinyl alcohol,prefix
BETADERMINE,POLYVIDONE IODEE,polyvidone iodee,Polyvinyl alcohol,prefix
NOXAFIL,POSACONAZOLE,posaconazole,Posaconazole,exact
KALIGON,POTASSIUM GLUCONATE,potassium,Potassium,exact
FLUIDABAK,POVIDONE,povidone,Povidone,exact
BETADINE SCRUB,POVIDONE IODEE,povidone iodee,,none
FOLOTYN,Pralatrexate,pralatrexate,,none
DOPREXOL,Pramipexole Dichlorhydrate,pramipexole dichlorhydrate,Pramipexole,prefix
ELISOR,PRAVASTATINE (SOUS FORME SODIQUE)**,pravastatine (sous forme)**,Pravastatin,prefix
PRASIVAST,PRAVASTATINE SODIQUE,pravastatine,Pravastatin,exact
LYSANXIA,PRAZEPAM,prazepam,Prazepam,exact
PREZIVA,PRAZEPAM,prazepam,Prazepam,exact
PRAZEPAM GS,PRAZEPAM,prazepam,Prazepam,exact
PEITEL,PREDNICARBATE,prednicarbate,Prednicarbate,exact
OROPRED,PREDNISOLONE,prednisolone,Prednisolone,exact
SWOR,PREDNISOLONE,prednisolone,Prednisolone,exact
SOLOPRED HUP,PREDNISOLONE,prednisolone,Prednisolone,exact
PREDNAMEX,PREDNISOLONE,prednisolone,Prednisolone,exact
PHYSIOLONE,PREDNISOLONE,prednisolone,Prednisolone,exact
PREDNICORT,PREDNISOLONE,prednisolone,Prednisolone,exact
PREDNAMEX,PREDNISOLONE,prednisolone,Prednisolone,exact
OPHTAPRED,PREDNISOLONE,prednisolone,Prednisolone,exact
OPTIPRED,PREDNISOLONE (SOUS FORME D'ACETATE)**,prednisolone (sous forme d'acetate)**,,none
DEPRISOLE,PREDNISOLONE METASULFOBENZOATE DE SODIUM EXPRIME EN PREDNISOLONE,prednisolone,Prednisolone,exact
CORTIPRED ORO,PREDNISOLONE METASULFOBENZOATE DE SODIUM EXPRIME EN PREDNISOLONE,prednisolone,Prednisolone,exact
KORTIKAN 20,PREDNISOLONE METASULFOBENZOATE DE SODIUM EXPRIME EN PREDNISOLONE,prednisolone,Prednisolone,exact
REDNILEF,PREDNISOLONE METASULFOBENZOATE SODIQUE EXPRIME EN PREDNISOLONE,prednisolone,Prednisolone,exact
PREDNAL,PREDNISOLONE METASULFOBENZOATE SODIQUE EXPRIME EN PREDNISOLONE,prednisolone,Prednisolone,exact
DEPRISOLE,PREDNISOLONE METASULFOBENZOATE SODIQUE EXPRIME EN PREDNISOLONE,prednisolone,Prednisolone,exact
LAMISOLONE,PREDNISOLONE METASULFOBENZOATE SODIQUE EXPRIME EN PREDNISOLONE,prednisolone,Prednisolone,exact
OROPRED,PREDNISOLONE METASULFOBENZOATE SODIQUE EXPRIME EN PREDNISOLONE,prednisolone,Prednisolone,exact
CORTIDAL,PREDNISOLONE METASULFOBENZOATE SODIQUE EXPRIME EN PREDNISOLONE,prednisolone,Prednisolone,exact
PREDNISOLONE MM ORO,PREDNISOLONE METASULFOBENZOATE SODIQUE EXPRIME EN PREDNISOLONE,prednisolone,Prednisolone,exact
LAMISOLONE,Prednisolone s/f metasulfobenzoate sodique,prednisolone s/f metasulfobenzoate,,none
PRECORTYL,PREDNISONE,prednisone,Prednisone,exact
NADCORTYL,PREDNISONE,prednisone,Prednisone,exact
REGAB,Prégabaline,prégabaline,,none
PREGABA,Prégabaline,prégabaline,,none
LYRICA,Prégabaline,prégabaline,,none
NEURAXON 150,Prégabaline,prégabaline,,none
NEURAXON,Prégabaline,prégabaline,,none
PRERICA,Prégabaline,prégabaline,,none
NERVAX,Prégabaline,prégabaline,,none
GABALYSE,Prégabaline,prégabaline,,none
LIPRAG,Prégabaline,prégabaline,,none
NEURICA,Prégabaline,prégabaline,,none
RICABALINE,Prégabaline,prégabaline,,none
PREGABALINE LDM,Prégabaline,prégabaline,,none
LYRIZIN,Prégabaline,prégabaline,,none
LYRIZIN,Prégabaline,prégabaline,,none
YRICAL,Prégabaline,prégabaline,,none
PREGABALINE BEKER,Prégabaline,prégabaline,,none
PREGABALINE BEKER,Prégabaline,prégabaline,,none
LEPTICA,Prégabaline,prégabaline,,none
GALARA,Prégabaline,prégabaline,,none
PYOSTACINE,PRISTINAMYCINE,pristinamycine,Pristinamycin,exact
PROGESTOGEL,PROGESTERONE,progesterone,Progesterone,exact
PROGEVA,PROGESTERONE,progesterone,Progesterone,exact
PRANOK,PROMETHAZINE CHLORHYDRATE EXPRIME EN PROMETHAZINE,promethazine,Promethazine,exact
HEMANGIOL,Propanolol chlorhydrate exprimé en propanolol,propanolol,Propantheline,prefix
DIPRIVAN,PROPOFOL,propofol,Propofol,exact
PROPOFOL FRESENIUS 1%,PROPOFOL,propofol,Propofol,exact
PROVIVE,PROPOFOL,propofol,Propofol,exact
FEDICARD,PROPRANOLOL CHLORHYDRATE,propranolol,Propranolol,exact
NEOCARDIL,PROPRANOLOL CHLORHYDRATE,propranolol,Propranolol,exact
COMBANTRIN,PYRANTEL,pyrantel,Pyrantel,exact
HELMINTOX,PYRANTEL,pyrantel,Pyrantel,exact
COMBANTRIN,PYRANTEL,pyrantel,Pyrantel,exact
HELMINTOX,PYRANTEL,pyrantel,Pyrantel,exact
MESTINON,PYRIDOSTIGMINE BROMURE,pyridostigmine bromure,,none
PYRIDOXINE API,PYRIDOXINE CHLORHYDRATE,pyridoxine,pyridoxine,exact
QUETAL LP,QUETIAPINE FUMARATE EXPRIME EN QUETIAPINE,quetiapine,Quetiapine,exact
SEROQUEL,QUETIAPINE FUMARATE EXPRIME EN QUETIAPINE,quetiapine,Quetiapine,exact
SELOPRESS,QUETIAPINE FUMARATE EXPRIME EN QUETIAPINE,quetiapine,Quetiapine,exact
PINAQUINE,QUETIAPINE FUMARATE EXPRIME EN QUETIAPINE,quetiapine,Quetiapine,exact
PINAQUINE LP,QUETIAPINE FUMARATE EXPRIME EN QUETIAPINE,quetiapine,Quetiapine,exact
Q-PINE ALEMBIC MAMI,QUETIAPINE FUMARATE EXPRIME EN QUETIAPINE,quetiapine,Quetiapine,exact
QUETAL LP,QUETIPINE FUMARATE EXPRIME EN QUETIAPINE,quetiapine,Quetiapine,exact
ACUITEL,QUINAPRIL CHLORHYDRATE EXPRIME EN QUINAPRIL,quinapril,Quinapril,exact
ACUILIX,QUINAPRIL CHLORHYDRATE EXPRIME EN QUINAPRIL / HYDROCHLOROTHIAZIDE,quinapril / hydrochlorothiazide,,none
DOCATRIL,RACECADOTRIL,racecadotril,Racecadotril,exact
TIOPAM NOURISSONS,RACECADOTRIL,racecadotril,Racecadotril,exact
TIOPAM ENFANT,RACECADOTRIL,racecadotril,Racecadotril,exact
CELOFON NOURRISSON,RACECADOTRIL,racecadotril,Racecadotril,exact
DIARFAN,RACECADOTRIL,racecadotril,Racecadotril,exact
EVIFEN,RALOXIFENE CHLORHYDRATE,raloxifene,Raloxifene,exact
ISENTRESS,RALTEGRAVIR,raltegravir,Raltegravir,exact
TANATRIL,RAMIPRIL,ramipril,Ramipril,exact
TANATRIL,RAMIPRIL,ramipril,Ramipril,exact
RAMINORM,RAMIPRIL,ramipril,Ramipril,exact
TRIAMPEX,RAMIPRIL,ramipril,Ramipril,exact
RAMIPRIL BEKER,RAMIPRIL,ramipril,Ramipril,exact
TANATRIL +,Ramipril / Hydrochlorothiazide,ramipril / hydrochlorothiazide,,none
TRITAZIDE,Ramipril / Hydrochlorothiazide,ramipril / hydrochlorothiazide,,none
CYRAMZA,Ramucirumab,ramucirumab,Ramucirumab,exact
PROTOS,RANELATE DE STRONTIUM,ranelate de strontium,,none
LUCENTIS,RANIBIZUMAB,ranibizumab,Ranibizumab,exact
ROLAN,RANITIDINE CHLORHYDRATE EXPRIME EN RANITIDINE,ranitidine,Ranitidine,exact
RANITEX,RANITIDINE CHLORHYDRATE EXPRIME EN RANITIDINE,ranitidine,Ranitidine,exact
RANITIDAL,RANITIDINE CHLORHYDRATE EXPRIME EN RANITIDINE,ranitidine,Ranitidine,exact
RANITIDINE MABO,RANITIDINE CHLORHYDRATE EXPRIME EN RANITIDINE,ranitidine,Ranitidine,exact
RANICARE,RANITIDINE CHLORHYDRATE EXPRIME EN RANITIDINE,ranitidine,Ranitidine,exact
RANIMEX,RANITIDINE CHLORHYDRATE EXPRIME EN RANITIDINE,ranitidine,Ranitidine,exact
RATIDEX,RANITIDINE CHLORHYDRATE EXPRIME EN RANITIDINE,ranitidine,Ranitidine,exact
BIOLECT,RASAGLINE MESILATE,rasagline mesilate,,none
STIVARGRA,REGORAFENIB,regorafenib,Regorafenib,exact
GLINIX,Répaglinide,répaglinide,,none
REPAGLINIDE GL,Répaglinide,répaglinide,,none
SUCRONORME,Répaglinide,répaglinide,,none
REPAGLINIDE PHYSIOPHARM,Répaglinide,répaglinide,,none
BIONORM,Répaglinide,répaglinide,,none
DIAGLINIDE,Répaglinide,répaglinide,,none
GLYCENORM,Répaglinide,répaglinide,,none
NEONORM,Répaglinide,répaglinide,,none
REPAGLINIDE BEKER,Répaglinide,répaglinide,,none
REPAGLINIDE BEKER,Répaglinide,répaglinide,,none
OSMOTOL,RESORCINOL / EPHEDRINE (CHLORHYDRATE),resorcinol / ephedrine (chlorhydrate),Resorcinol,prefix
VITAMINE A FAURE,RETINOL,retinol,retinol,exact
REBETOL,RIBAVIRINE,ribavirine,Ribavirin,exact
RIBAVIRINE BEKER,RIBAVIRINE,ribavirine,Ribavirin,exact
RIFAMYCINE CHIBRET,RIFAMYCINE,rifamycine,Rifamycin,exact
RIFAMYCINE CHIBRET,RIFAMYCINE (SODIQUE),rifamycine (sodique),Rifamycin,prefix
OTOFA,RIFAMYCINE SODIQUE,rifamycine,Rifamycin,exact
ACTONEL,RISEDRONATE MONOSODIQUE,risedronate,Risedronic acid,prefix
RESPIROX,RISPERIDONE,risperidone,Risperidone,exact
RISPEED,RISPERIDONE,risperidone,Risperidone,exact
RISPED,RISPERIDONE,risperidone,Risperidone,exact
RISPERIDONE BGL,RISPERIDONE,risperidone,Risperidone,exact
RISPAL,RISPERIDONE,risperidone,Risperidone,exact
RIPCYL,RISPERIDONE,risperidone,Risperidone,exact
RIPCYL,Risperidone,risperidone,Risperidone,exact
PSYDAL ODT,RISPERIDONE,risperidone,Risperidone,exact
RESDONE,RISPERIDONE,risperidone,Risperidone,exact
RISPERONE,RISPERIDONE,risperidone,Risperidone,exact
RIPERAL,RISPERIDONE,risperidone,Risperidone,exact
RISPERIDONE BEKER,RISPERIDONE,risperidone,Risperidone,exact
RISPERIDONE BEKER ORO,RISPERIDONE,risperidone,Risperidone,exact
RISPERNAD,RISPERIDONE,risperidone,Risperidone,exact
RITNA,RITONAVIR,ritonavir,Ritonavir,exact
MABTHERA,RITUXIMAB,rituximab,Rituximab,exact
RYVOL,RIVAROXABAN,rivaroxaban,Rivaroxaban,exact
XARELTO,RIVAROXABAN,rivaroxaban,Rivaroxaban,exact
TROMBIX,RIVAROXABAN,rivaroxaban,Rivaroxaban,exact
RIVASTI,RIVASTIGMINE HYDROGENOTARTRATE EXPRIME EN RIVASTIGMINE,rivastigmine,Rivastigmine,exact
RIVASTI,RIVASTIGMINE HYDROGENOTARTRATE EXPRIME EN RIVASTIGMINE,rivastigmine,Rivastigmine,exact
RIVASTIG,RIVASTIGMINE HYDROGENOTARTRATE EXPRIME EN RIVASTIGMINE,rivastigmine,Rivastigmine,exact
RESTILON,RIVASTIGMINE HYDROGENOTARTRATE EXPRIME EN RIVASTIGMINE,rivastigmine,Rivastigmine,exact
RESTILON,RIVASTIGMINE TARTRATE EXPRIME EN RIVASTIGMINE,rivastigmine,Rivastigmine,exact
RONIUM,ROCURONIUM BROMURE,rocuronium bromure,Rocuronium,prefix
N PLATE,ROMIPLOSTIM,romiplostim,,none
KEPNIROL,ROPINIROLE CHLORHYDRATE EXPRIME EN ROPINIROLE,ropinirole,Ropinirole,exact
SUPERSTAT,Rosuvastatine calcique exprimé en rosuvastatine,rosuvastatine,Rosuvastatin,exact
ROSUVASTATINE LDM,Rosuvastatine calcique exprimé en rosuvastatine,rosuvastatine,Rosuvastatin,exact
CRESTATINE,Rosuvastatine calcique exprimé en rosuvastatine,rosuvastatine,Rosuvastatin,exact
CRESTAT,Rosuvastatine calcique exprimé en rosuvastatine,rosuvastatine,Rosuvastatin,exact
CRESTOR,Rosuvastatine calcique exprimé en rosuvastatine,rosuvastatine,Rosuvastatin,exact
ROSUVASTOR,Rosuvastatine calcique exprimé en rosuvastatine,rosuvastatine,Rosuvastatin,exact
CRESTADIS,Rosuvastatine calcique exprimé en rosuvastatine,rosuvastatine,Rosuvastatin,exact
CRESOVAST,Rosuvastatine calcique exprimé en rosuvastatine,rosuvastatine,Rosuvastatin,exact
ROSUVASTATINE LDM,Rosuvastatine calcique exprimé en rosuvastatine,rosuvastatine,Rosuvastatin,exact
RUVAST,Rosuvastatine calcique exprimé en rosuvastatine,rosuvastatine,Rosuvastatin,exact
ROXAMED,ROXITHROMYCINE,roxithromycine,Roxithromycin,exact
ROXITHROMYCINE HUP,ROXITHROMYCINE,roxithromycine,Roxithromycin,exact
ROXIBACT ALEMBIC MAMI,ROXITHROMYCINE,roxithromycine,Roxithromycin,exact
ULTRA-LEVURE,SACCHAROMYCES BOULARDII,saccharomyces boulardii,,none
RABWALYSE,SALBUTAMOL,salbutamol,,none
SALBUTAMOL,SALBUTAMOL,salbutamol,,none
VENTMAX,SALBUTAMOL,salbutamol,,none
ASMADIL,SALBUTAMOL,salbutamol,,none
VANTAMED,SALBUTAMOL,salbutamol,,none
ASTHALIN,SALBUTAMOL,salbutamol,,none
VENTOLINE,SALBUTAMOL,salbutamol,,none
XABUMOL,SALBUTAMOL  SULFATE EXPIRIME EN SALBUTAMOL,salbutamol  expirime en salbutamol,,none
SALBUTAMOL  PHYSIOPHARM,SALBUTAMOL  SULFATE EXPIRIME EN SALBUTAMOL,salbutamol  expirime en salbutamol,,none
SALBULAM,SALBUTAMOL (SOUS FORME DE SULFATE),salbutamol (sous forme de),,none
IPRALIN,SALBUTAMOL SULFATE / BROMURE D'IPRATROPIUM ANHYDRE,salbutamol / bromure d'ipratropium,,none
AEROL,SALBUTAMOL SULFATE EXPERIME EN SALBUTAMOL,salbutamol experime en salbutamol,,none
Slbutamol razes,SALBUTAMOL SULFATE EXPRIME EN SALBUTAMO,salbutamo,,none
ASTHALIN,SALBUTAMOL SULFATE EXPRIME EN SALBUTAMOL,salbutamol,,none
KOXMA,SALBUTAMOL** (SOUS FORME DE SULFATE),salbutamol** (sous forme de),,none
SALBUMEX,SALBUTAMOL** (SOUS FORME DE SULFATE),salbutamol** (sous forme de),,none
SECNIDOLEX,SECNIDAZOLE ANHYDRE,secnidazole,Secnidazole,exact
PERMIXON,SERENOA REPENS,serenoa repens,,none
SEREXON,SERENOA REPENS,serenoa repens,,none
SERTAZOLE,SERTACONAZOLE,sertaconazole,Sertaconazole,exact
DERMOFIX,SERTACONAZOLE NITRATE,sertaconazole nitrate,Sertaconazole,prefix
OVUZOLE,Sertaconazole nitrate,sertaconazole nitrate,Sertaconazole,prefix
SERVAL,SERTRALINE CHLORHYDRATE (EXPRIME EN SERTRALINE),sertraline),Sertraline,prefix
ZOLOFT,SERTRALINE CHLORHYDRATE EXPRIME EN SERTRALINE,sertraline,Sertraline,exact
SERLOFT,SERTRALINE CHLORHYDRATE EXPRIME EN SERTRALINE,sertraline,Sertraline,exact
SERVAL,SERTRALINE CHLORHYDRATE EXPRIME EN SERTRALINE,sertraline,Sertraline,exact
RENAGEL,SEVELAMER,sevelamer,Sevelamer,exact
FOSEAL,SEVELAMER,sevelamer,Sevelamer,exact
SEVOFLURANE USP,SEVOFLURANE,sevoflurane,Sevoflurane,exact
SEVORANE,SEVOFLURANE,sevoflurane,Sevoflurane,exact
APHRODIL,SILDENAFIL CITRATE,sildenafil,Sildenafil,exact
VIACTAL,Sildénafil citrate,sildénafil,,none
VIANAFIL,Sildénafil citrate,sildénafil,,none
SILDEFAL,Sildénafil citrate,sildénafil,,none
VIAGRA,Sildénafil citrate,sildénafil,,none
VIAREC,Sildénafil citrate,sildénafil,,none
ERECTA,Sildénafil citrate,sildénafil,,none
VIAFIL,Sildénafil citrate,sildénafil,,none
HEXOR,Sildénafil citrate,sildénafil,,none
FORCE MEN,Sildénafil citrate,sildénafil,,none
VIADIS,Sildénafil citrate,sildénafil,,none
CILAGRA,Sildénafil citrate,sildénafil,,none
VIAGNAFIL,Sildénafil citrate,sildénafil,,none
SILVEGRA,Sildénafil citrate,sildénafil,,none
INAGRA,Sildénafil citrate,sildénafil,,none
VIABEK,Sildénafil citrate,sildénafil,,none
FREEGAS,SIMETICONE,simeticone,,none
METEOXANE,SIMETICONE / PHLOROGLUCINOL,simeticone / phloroglucinol,,none
SIMEXANE 125/80,SIMETICONE / PHLOROGLUCINOL,simeticone / phloroglucinol,,none
SIVACOR,SIMVASTATINE,simvastatine,Simvastatin,exact
KOLESTINE 20,SIMVASTATINE,simvastatine,Simvastatin,exact
KOLESTINE,SIMVASTATINE,simvastatine,Simvastatin,exact
SIMVASTATINE BIOCARE,SIMVASTATINE,simvastatine,Simvastatin,exact
SIMVASTATINE LDM,SIMVASTATINE,simvastatine,Simvastatin,exact
SOCOB,SIMVASTATINE,simvastatine,Simvastatin,exact
RAPAMUNE,Sirolimus,sirolimus,Sirolimus,exact
GLYSAVIA,SITAGLIPTINE PHOSPHATE MONOHYDRATE EXPRIME EN SITAGLIPTINE,sitagliptine,Sitagliptin,exact
JANUVIA,SITAGLIPTINE PHOSPHATE MONOHYDRATE EXPRIME EN SITAGLIPTINE,sitagliptine,Sitagliptin,exact
SITANORM,SITAGLIPTINE PHOSPHATE MONOHYDRATE EXPRIME EN SITAGLIPTINE,sitagliptine,Sitagliptin,exact
JEGA,SITAGLIPTINE PHOSPHATE MONOHYDRATE EXPRIME EN SITAGLIPTINE,sitagliptine,Sitagliptin,exact
DIATAG,SITAGLIPTINE PHOSPHATE MONOHYDRATE EXPRIME EN SITAGLIPTINE,sitagliptine,Sitagliptin,exact
SITAGLIPTINE,SITAGLIPTINE PHOSPHATE MONOHYDRATE EXPRIME EN SITAGLIPTINE,sitagliptine,Sitagliptin,exact
SITAGLIPTINE BEKER,SITAGLIPTINE PHOSPHATE MONOHYDRATE EXPRIME EN SITAGLIPTINE,sitagliptine,Sitagliptin,exact
DALVEX,SITAGLIPTINE PHOSPHATE MONOHYDRATE EXPRIME EN SITAGLIPTINE,sitagliptine,Sitagliptin,exact
"CHLORURE DE SODIUM 0,9%",SODIUM CHLORURE,sodium chlorure,,none
CHLORURE DE SODIUM BIEFFE,SODIUM CHLORURE,sodium chlorure,,none
NATRIPACK,SODIUM CHLORURE,sodium chlorure,,none
LACTAFLEX,SODIUM CHLORURE / POTASSIUM CHLORURE / CALCIUM CHLORURE DIHYDRATE / SODIUM LACTATE,sodium chlorure / potassium chlorure / calcium chlorure / sodium,,none
"CHLORURE DE SODIUM 0,9%",SODIUM CHLORURE ISOTONIQUE,sodium chlorure isotonique,,none
NAPIVIR,SOFOSBUVIR,sofosbuvir,Sofosbuvir,exact
SOFOS,SOFOSBUVIR,sofosbuvir,Sofosbuvir,exact
