head	relation	tail
Nebivolol	activates	ADRB3
Nebivolol	binds	ALB
Nilotinib	substrate_of	CYP3A4
Nilotinib	inhibits	CYP3A4
Nilotinib	inhibits	CYP2C8
Nilotinib	induces	CYP2C8
Nilotinib	inhibits	CYP2C9
Nilotinib	inhibits	CYP2D6
Nilotinib	induces	CYP2B6
Nilotinib	inhibits	ABL1
Nilotinib	inhibits	KIT
Nilotinib	inhibits	PDGFRA
Nilotinib	inhibits	CSF3R
Nilotinib	inhibits	DDR2
Nilotinib	substrate_of	ABCB1
Nilotinib	inhibits	ABCB1
Nilotinib	substrate_of	ABCG2
Nilotinib	inhibits	ABCG2
Nilotinib	inhibits	UGT1A1
Nilotinib	inhibits	SLCO1B1
Lorcaserin	substrate_of	CYP1A2
Lorcaserin	substrate_of	CYP2A6
Lorcaserin	substrate_of	CYP2B6
Lorcaserin	substrate_of	CYP2C19
Lorcaserin	substrate_of	CYP2D6
Lorcaserin	inhibits	CYP2D6
Lorcaserin	substrate_of	CYP3A4
Lorcaserin	substrate_of	FMO1
Lorcaserin	substrate_of	CYP1A1
Lorcaserin	activates	HTR2C
Vildagliptin	inhibits	DPP4
Vildagliptin	substrate_of	ABCB1
Bepotastine	inhibits	HRH1
Milnacipran	substrate_of	CYP3A4
Milnacipran	inhibits	CYP3A4
Milnacipran	inhibits	SLC6A4
Milnacipran	inhibits	SLC6A2
Milnacipran	inhibits	GRIN1
Ximelagatran	substrate_of	CYP2C9
Ximelagatran	inhibits	F2
Flibanserin	substrate_of	CYP3A4
Flibanserin	activates	HTR1A
Flibanserin	inhibits	HTR2A
Flibanserin	inhibits	DRD4
Flibanserin	activates	DRD4
Flibanserin	inhibits	ABCB1
Desmoteplase	binds	PLG
Defibrotide	activates	ADORA1
Defibrotide	activates	ADORA2A
Defibrotide	activates	ADORA2B
Ospemifene	substrate_of	CYP3A4
Ospemifene	substrate_of	CYP2C9
Ospemifene	substrate_of	CYP2C19
Ospemifene	substrate_of	CYP2B6
Ospemifene	inhibits	CYP2D6
Ospemifene	inhibits	ESR1
Ospemifene	activates	ESR1
Crofelemer	inhibits	ANO1
Crofelemer	inhibits	CFTR
Iloperidone	substrate_of	CYP3A4
Iloperidone	substrate_of	CYP2D6
Iloperidone	inhibits	HTR2A
Iloperidone	inhibits	DRD2
Iloperidone	inhibits	HTR1A
Iloperidone	inhibits	HTR2C
Iloperidone	inhibits	HTR6
Iloperidone	inhibits	HTR7
Iloperidone	inhibits	ADRA1A
Iloperidone	inhibits	ADRA2A
Iloperidone	inhibits	ADRA2B
Iloperidone	inhibits	ADRA2C
Iloperidone	inhibits	ADRB1
Iloperidone	inhibits	ADRB2
Iloperidone	inhibits	DRD1
Iloperidone	inhibits	DRD3
Iloperidone	inhibits	DRD4
Iloperidone	inhibits	DRD5
Iloperidone	inhibits	HRH1
Lofexidine	substrate_of	CYP2D6
Lofexidine	substrate_of	CYP1A2
Lofexidine	substrate_of	CYP2C19
Lofexidine	activates	ADRA2A
Lofexidine	activates	ADRA1A
Lofexidine	activates	HTR1A
Lofexidine	activates	HTR7
Lofexidine	activates	HTR2C
Lofexidine	activates	HTR1D
Lofexidine	inhibits	ABCB5
Lofexidine	inhibits	SLC47A1
Pirfenidone	substrate_of	CYP1A2
Pirfenidone	inhibits	CYP1A2
Pirfenidone	substrate_of	CYP2C9
Pirfenidone	inhibits	CYP2C9
Pirfenidone	substrate_of	CYP2C19
Pirfenidone	inhibits	CYP2C19
Pirfenidone	substrate_of	CYP2D6
Pirfenidone	inhibits	CYP2D6
Pirfenidone	substrate_of	CYP2E1
Pirfenidone	inhibits	CYP3A4
Pirfenidone	modulates	TGFB1
Pirfenidone	inhibits	ABCB1
Pirfenidone	binds	ALB
Ezogabine	substrate_of	UGT1A1
Ezogabine	substrate_of	UGT1A3
Ezogabine	substrate_of	UGT1A4
Ezogabine	substrate_of	UGT1A9
Ezogabine	substrate_of	NAT2
Ezogabine	modulates	KCNQ3
Ezogabine	binds	KCNQ2
Ezogabine	binds	KCNQ4
Ezogabine	binds	KCNQ5
Ingenol mebutate	binds	PRKCD
Ingenol mebutate	binds	PRKCA
Migalastat	substrate_of	UGT1A1
Migalastat	binds	GLA
Migalastat	substrate_of	SLC5A1
Migalastat	inhibits	SLC5A1
Arimoclomol	inhibits	SLC22A2
Arimoclomol	substrate_of	SLC47A1
Arimoclomol	substrate_of	SLC47A2
Abaloparatide	activates	PTH1R
Ganaxolone	substrate_of	CYP3A4
Ganaxolone	substrate_of	CYP3A5
Ganaxolone	substrate_of	CYP2B6
Ganaxolone	substrate_of	CYP2C19
Ganaxolone	substrate_of	CYP2D6
Ganaxolone	modulates	GABRA1
Ancrod	binds	FGA
Trabectedin	substrate_of	PTGS1
Trabectedin	substrate_of	CYP3A4
Trabectedin	substrate_of	CYP2C9
Trabectedin	substrate_of	CYP2D6
Trabectedin	substrate_of	CYP2E1
Trabectedin	substrate_of	CYP2C19
Pretomanid	substrate_of	CYP3A4
Pretomanid	substrate_of	ddn
Pretomanid	inhibits	pcaA
Pretomanid	inhibits	cmaA2
Pretomanid	inhibits	cmaA1
Pretomanid	binds	fas
Pretomanid	binds	efpA
Pretomanid	binds	lsr2
Pretomanid	binds	inhA
Pretomanid	inhibits	SLC22A8
Elafibranor	substrate_of	PTGR1
Elafibranor	substrate_of	UGT1A3
Elafibranor	substrate_of	UGT1A4
Elafibranor	inhibits	UGT1A6
Elafibranor	substrate_of	UGT2B7
Elafibranor	substrate_of	CYP2J2
Elafibranor	substrate_of	CYP2C8
Elafibranor	induces	CYP3A4
Elafibranor	activates	PPARA
Elafibranor	activates	PPARD
Elafibranor	activates	PPARG
Elafibranor	inhibits	ABCB11
Elafibranor	substrate_of	ABCG2
Elafibranor	inhibits	ABCG2
Elafibranor	substrate_of	ABCC2
Elafibranor	inhibits	ABCC2
Elafibranor	inhibits	ABCC3
Elafibranor	binds	ALB
Beraprost	substrate_of	CYP2C8
Beraprost	activates	PTGIR
Cobimetinib	substrate_of	CYP3A4
Cobimetinib	inhibits	CYP3A4
Cobimetinib	substrate_of	UGT2B7
Cobimetinib	inhibits	CYP2D6
Cobimetinib	binds	CYP3A5
Cobimetinib	inhibits	MAP2K1
Cobimetinib	inhibits	SLCO1B1
Cobimetinib	inhibits	SLCO1B3
Cobimetinib	inhibits	ABCG2
Cobimetinib	substrate_of	ABCB1
Cobimetinib	binds	ORM1
Methsuximide	substrate_of	CYP2C19
Methsuximide	inhibits	CYP2C19
Methsuximide	inhibits	CACNA1G
Vandetanib	substrate_of	FMO1
Vandetanib	substrate_of	FMO3
Vandetanib	substrate_of	CYP3A4
Vandetanib	inhibits	RET
Vandetanib	inhibits	EGFR
Vandetanib	inhibits	KDR
Vandetanib	inhibits	VEGFA
Vandetanib	inhibits	PTK6
Vandetanib	inhibits	TEK
Vandetanib	inhibits	ABCC1
Vandetanib	inhibits	ABCG2
Vandetanib	inhibits	SLC22A2
Vandetanib	inhibits	ABCB1
Vandetanib	binds	ORM1
Vandetanib	binds	ALB
Pimavanserin	substrate_of	CYP3A4
Pimavanserin	substrate_of	CYP3A5
Pimavanserin	substrate_of	CYP2J2
Pimavanserin	substrate_of	CYP2D6
Pimavanserin	activates	HTR2A
Pimavanserin	activates	HTR2C
Pimavanserin	binds	SIGMAR1
Dexlansoprazole	substrate_of	CYP2C19
Dexlansoprazole	inhibits	CYP2C19
Dexlansoprazole	substrate_of	CYP3A4
Dexlansoprazole	inhibits	ATP4A
Dexlansoprazole	inhibits	ATP4B
Dexlansoprazole	inhibits	DDAH1
Iodine	substrate_of	TPO
Iodine	substrate_of	SLC5A5
Iodine	substrate_of	SLC26A4
Iodine	binds	ALB
Iodine	binds	TG
Palovarotene	substrate_of	CYP3A4
Palovarotene	induces	CYP3A4
Palovarotene	substrate_of	CYP2C8
Palovarotene	substrate_of	CYP2C19
Palovarotene	induces	CYP2B6
Palovarotene	activates	RARG
Palovarotene	inhibits	ABCG2
Palovarotene	inhibits	SLCO1B1
Palovarotene	inhibits	SLCO1B3
Palovarotene	inhibits	SLC22A1
Palovarotene	inhibits	ABCB11
Mavorixafor	substrate_of	CYP3A4
Mavorixafor	inhibits	CYP3A4
Mavorixafor	substrate_of	CYP2D6
Mavorixafor	inhibits	CYP2D6
Mavorixafor	substrate_of	CYP3A5
Mavorixafor	inhibits	CYP3A5
Mavorixafor	substrate_of	CYP2C19
Mavorixafor	inhibits	CYP2C19
Mavorixafor	inhibits	CYP2B6
Mavorixafor	inhibits	CYP1A2
Mavorixafor	induces	CYP1A2
Mavorixafor	inhibits	CYP2C8
Mavorixafor	inhibits	CYP2C9
Mavorixafor	inhibits	CXCR4
Mavorixafor	substrate_of	ABCB1
Mavorixafor	inhibits	ABCB1
Mavorixafor	inhibits	SLC22A2
Mavorixafor	inhibits	SLC47A1
Telaprevir	substrate_of	CYP3A4
Telaprevir	inhibits	CYP3A4
Telaprevir	inhibits	NS3/4A
Telaprevir	inhibits	SLCO1B1
Telaprevir	inhibits	SLCO2B1
Telaprevir	substrate_of	ABCB1
Telaprevir	inhibits	ABCB1
Telaprevir	substrate_of	ALB
Telaprevir	substrate_of	ORM1
Mipomersen	binds	APOB
Brivaracetam	substrate_of	CYP3A4
Brivaracetam	substrate_of	CYP2C19
Brivaracetam	substrate_of	CYP2B6
Brivaracetam	substrate_of	CYP2C9
Brivaracetam	binds	SV2A
Brivaracetam	inhibits	SCN1A
Levoketoconazole	substrate_of	CYP3A4
Levoketoconazole	inhibits	CYP3A4
Levoketoconazole	induces	CYP3A4
Levoketoconazole	inhibits	CYP2B6
Levoketoconazole	inhibits	CYP2C8
Levoketoconazole	induces	CYP1A2
Levoketoconazole	inhibits	CYP3A5
Levoketoconazole	induces	CYP3A5
Levoketoconazole	inhibits	CYP7A1
Levoketoconazole	inhibits	CYP19A1
Levoketoconazole	inhibits	CYP21A2
Levoketoconazole	inhibits	CYP17A1
Levoketoconazole	inhibits	CYP11B1
Levoketoconazole	inhibits	CYP11B2
Levoketoconazole	inhibits	CYP11A1
Levoketoconazole	inhibits	CYP51A1
Levoketoconazole	inhibits	ABCB1
Levoketoconazole	inhibits	SLC47A1
Levoketoconazole	inhibits	SLC22A2
Apremilast	substrate_of	CYP3A4
Apremilast	substrate_of	CYP2A6
Apremilast	substrate_of	CYP1A2
Apremilast	inhibits	PDE4
Apremilast	inhibits	CDK4
Apremilast	inhibits	CDK6
Apremilast	substrate_of	ABCB1
Trastuzumab emtansine	substrate_of	CYP3A4
Trastuzumab emtansine	substrate_of	CYP3A5
Trastuzumab emtansine	binds	ERBB2
Trastuzumab emtansine	substrate_of	ABCB1
Abiraterone	substrate_of	CYP3A4
Abiraterone	inhibits	CYP3A4
Abiraterone	inhibits	CYP1A2
Abiraterone	inhibits	CYP2D6
Abiraterone	inhibits	CYP2C8
Abiraterone	inhibits	CYP2C9
Abiraterone	inhibits	CYP2C19
Abiraterone	inhibits	CYP3A5
Abiraterone	substrate_of	SULT2A1
Abiraterone	inhibits	CYP17A1
Abiraterone	inhibits	ABCC1
Abiraterone	inhibits	SLCO1B1
Abiraterone	binds	ALB
Abiraterone	binds	ORM1
Obeticholic acid	inhibits	CYP1A2
Obeticholic acid	binds	CYP1A2
Obeticholic acid	activates	NR1H4
Obeticholic acid	inhibits	ABCB11
Obeticholic acid	induces	ABCB11
Cariprazine	substrate_of	CYP3A4
Cariprazine	inhibits	CYP3A4
Cariprazine	induces	CYP3A4
Cariprazine	substrate_of	CYP2D6
Cariprazine	inhibits	CYP2D6
Cariprazine	induces	CYP3A5
Cariprazine	inhibits	CYP1A2
Cariprazine	inhibits	CYP2C9
Cariprazine	inhibits	CYP2C19
Cariprazine	inhibits	CYP2E1
Cariprazine	activates	DRD3
Cariprazine	activates	DRD2
Cariprazine	activates	HTR1A
Cariprazine	inhibits	HTR2B
Cariprazine	inhibits	HTR2A
Cariprazine	inhibits	HRH1
Cariprazine	inhibits	HTR2C
Cariprazine	inhibits	ADRA1A
Cariprazine	inhibits	ABCB1
Trofinetide	inhibits	CYP3A4
Trofinetide	inhibits	UGT1A9
Trofinetide	inhibits	UGT2B7
Trofinetide	inhibits	UGT2B15
Trofinetide	inhibits	SLCO1B1
Trofinetide	inhibits	SLCO1B3
Lumateperone	substrate_of	AKR1E2
Lumateperone	substrate_of	CYP3A4
Lumateperone	substrate_of	CYP2C8
Lumateperone	substrate_of	CYP1A2
Lumateperone	substrate_of	UGT1A1
Lumateperone	substrate_of	UGT1A4
Lumateperone	substrate_of	UGT2B15
Lumateperone	substrate_of	AKR1C1
Lumateperone	substrate_of	AKR1B10
Lumateperone	substrate_of	AKR1C4
Lumateperone	inhibits	SLC6A4
Lumateperone	inhibits	HTR2A
Lumateperone	activates	DRD2
Lumateperone	activates	DRD1
Cenobamate	substrate_of	UGT2B7
Cenobamate	substrate_of	UGT2B4
Cenobamate	substrate_of	CYP2E1
Cenobamate	substrate_of	CYP2A6
Cenobamate	substrate_of	CYP2B6
Cenobamate	inhibits	CYP2B6
Cenobamate	induces	CYP2B6
Cenobamate	substrate_of	CYP2C19
Cenobamate	inhibits	CYP2C19
Cenobamate	substrate_of	CYP3A4
Cenobamate	inhibits	CYP3A4
Cenobamate	induces	CYP3A4
Cenobamate	substrate_of	CYP3A5
Cenobamate	inhibits	CYP3A5
Cenobamate	induces	CYP2C8
Cenobamate	inhibits	SCN1A
Cenobamate	modulates	GABRA1
Cenobamate	binds	ALB
Spiramycin	inhibits	rplC
Nylidrin	induces	COMT
Nylidrin	substrate_of	CYP3A4
Nylidrin	activates	IFNAR2
Nylidrin	inhibits	CACNA1I
Nylidrin	activates	CACNA1I
Pizotifen	substrate_of	UGT2B10
Pizotifen	inhibits	CHRM1
Pizotifen	inhibits	CHRM2
Pizotifen	inhibits	CHRM3
Pizotifen	inhibits	HTR2A
Pizotifen	inhibits	HTR2B
Pizotifen	inhibits	HTR2C
Pizotifen	activates	HTR1A
Pizotifen	inhibits	HTR1B
Pizotifen	inhibits	HRH1
Pizotifen	inhibits	ADRA1A
Pizotifen	inhibits	ADRA1B
Pizotifen	inhibits	ADRA1D
Pizotifen	inhibits	ADRA2A
Pizotifen	inhibits	ADRA2B
Pizotifen	inhibits	ADRA2C
Pentaerythritol tetranitrate	induces	GUCY1A2
Pentaerythritol tetranitrate	induces	NOS3
Pentaerythritol tetranitrate	substrate_of	ALDH2
Pentaerythritol tetranitrate	activates	HBA1
Pentaerythritol tetranitrate	activates	HBB
Canakinumab	binds	IL1B
Romidepsin	substrate_of	CYP3A5
Romidepsin	substrate_of	CYP1A1
Romidepsin	substrate_of	CYP2B6
Romidepsin	substrate_of	CYP2C19
Romidepsin	substrate_of	CYP3A4
Romidepsin	inhibits	HDAC1
Romidepsin	inhibits	HDAC2
Romidepsin	inhibits	HDAC4
Romidepsin	inhibits	HDAC6
Romidepsin	substrate_of	ABCB1
Romidepsin	inhibits	SLCO1B3
Romidepsin	inhibits	ABCB11
Romidepsin	inhibits	SLCO1B1
Romidepsin	inhibits	SLC22A6
Romidepsin	inhibits	SLC22A2
Atrasentan	substrate_of	CYP3A4
Atrasentan	inhibits	CYP3A4
Atrasentan	induces	CYP3A4
Atrasentan	inhibits	CYP2B6
Atrasentan	induces	CYP2B6
Atrasentan	inhibits	CYP2C8
Atrasentan	inhibits	CYP2C9
Atrasentan	substrate_of	UGT1A1
Atrasentan	inhibits	EDNRA
Atrasentan	inhibits	EDNRB
Atrasentan	substrate_of	ABCB1
Atrasentan	inhibits	ABCB1
Atrasentan	substrate_of	SLCO1B1
Atrasentan	inhibits	SLCO1B1
Atrasentan	substrate_of	SLCO1B3
Atrasentan	inhibits	SLCO1B3
Atrasentan	binds	ALB
Rufinamide	substrate_of	CES1
Rufinamide	inhibits	CYP2E1
Rufinamide	induces	CYP3A4
Rufinamide	modulates	SCN9A
Rufinamide	inhibits	GRM5
Rufinamide	substrate_of	ALB
Alogliptin	substrate_of	CYP3A4
Alogliptin	substrate_of	CYP2D6
Alogliptin	inhibits	DPP4
Tapentadol	substrate_of	CYP2C9
Tapentadol	substrate_of	CYP2C19
Tapentadol	substrate_of	CYP2D6
Tapentadol	substrate_of	UGT2B7
Tapentadol	substrate_of	UGT1A9
Tapentadol	activates	OPRM1
Tapentadol	inhibits	SLC6A2
Tapentadol	activates	OPRK1
Tapentadol	activates	OPRD1
Tapentadol	inhibits	SLC6A4
Silodosin	substrate_of	UGT2B7
Silodosin	substrate_of	ALDH2
Silodosin	substrate_of	AKR1A1
Silodosin	substrate_of	CYP3A4
Silodosin	inhibits	ADRA1A
Silodosin	inhibits	ADRA1D
Silodosin	inhibits	ADRA1B
Silodosin	binds	KCNH2
Silodosin	substrate_of	ABCB1
Silodosin	substrate_of	ABCB4
Prasugrel	substrate_of	CES2
Prasugrel	substrate_of	CYP3A4
Prasugrel	substrate_of	CYP2B6
Prasugrel	substrate_of	CYP2C9
Prasugrel	substrate_of	CYP2C19
Prasugrel	inhibits	P2RY12
Prasugrel	substrate_of	ALB
Eltrombopag	substrate_of	CYP1A2
Eltrombopag	substrate_of	UGT1A1
Eltrombopag	inhibits	UGT1A1
Eltrombopag	substrate_of	UGT1A3
Eltrombopag	inhibits	UGT1A9
Eltrombopag	substrate_of	CYP2C8
Eltrombopag	inhibits	CYP2C8
Eltrombopag	activates	MPL
Eltrombopag	inhibits	SLCO1B1
Eltrombopag	inhibits	ABCG2
Tolvaptan	substrate_of	CYP3A4
Tolvaptan	inhibits	AVPR2
Tolvaptan	inhibits	AVPR1A
Tolvaptan	substrate_of	ABCB1
Tolvaptan	inhibits	ABCB1
Regadenoson	activates	ADORA2A
Asenapine	substrate_of	UGT1A4
Asenapine	substrate_of	CYP1A2
Asenapine	substrate_of	CYP2D6
Asenapine	inhibits	CYP2D6
Asenapine	substrate_of	CYP3A4
Asenapine	inhibits	HTR2A
Asenapine	inhibits	DRD2
Asenapine	inhibits	HTR1A
Asenapine	inhibits	HTR1B
Asenapine	inhibits	HTR2B
Asenapine	inhibits	HTR2C
Asenapine	inhibits	HTR5A
Asenapine	inhibits	HTR6
Asenapine	inhibits	HTR7
Asenapine	inhibits	DRD3
Asenapine	inhibits	DRD4
Asenapine	inhibits	DRD1
Asenapine	inhibits	ADRA1A
Asenapine	inhibits	ADRA2A
Asenapine	inhibits	ADRA2B
Asenapine	inhibits	ADRA2C
Asenapine	inhibits	HRH1
Asenapine	inhibits	HRH2
Asenapine	inhibits	ADRB1
Asenapine	inhibits	ADRB2
Asenapine	binds	ALB
Asenapine	binds	ORM1
Lacosamide	substrate_of	CYP3A4
Lacosamide	substrate_of	CYP2C9
Lacosamide	substrate_of	CYP2C19
Lacosamide	inhibits	SCN11A
Lacosamide	modulates	DPYSL2
Lacosamide	binds	SCN9A
Lacosamide	binds	SCN3A
Lacosamide	binds	SCN10A
Rivaroxaban	substrate_of	CYP2J2
Rivaroxaban	substrate_of	CYP3A5
Rivaroxaban	substrate_of	CYP3A4
Rivaroxaban	inhibits	F10
Rivaroxaban	substrate_of	ABCB1
Rivaroxaban	substrate_of	ABCG2
Nalmefene	substrate_of	UGT2B7
Nalmefene	substrate_of	UGT1A3
Nalmefene	substrate_of	UGT1A8
Nalmefene	substrate_of	CYP3A4
Nalmefene	substrate_of	CYP3A5
Nalmefene	activates	OPRK1
Nalmefene	inhibits	OPRD1
Nalmefene	inhibits	OPRM1
Maribavir	substrate_of	CYP3A4
Maribavir	substrate_of	CYP1A2
Maribavir	inhibits	UL97
Maribavir	inhibits	ABCG2
Maribavir	inhibits	ABCB1
Maribavir	binds	ALB
Maribavir	binds	ORM1
Avanafil	substrate_of	CYP3A4
Avanafil	substrate_of	CYP2C9
Avanafil	inhibits	PDE5A
Avanafil	substrate_of	ABCB1
Avanafil	inhibits	ABCG2
Avanafil	binds	ALB
Avanafil	binds	ORM1
Eflornithine	inhibits	ODC1
Droxidopa	substrate_of	DDC
Droxidopa	activates	ADRA1A
Droxidopa	activates	ADRA1B
Droxidopa	activates	ADRA1D
Droxidopa	activates	ADRA2A
Droxidopa	activates	ADRA2B
Droxidopa	activates	ADRA2C
Droxidopa	activates	ADRB1
Droxidopa	activates	ADRB2
Droxidopa	activates	ADRB3
Droxidopa	inhibits	PAH
Droxidopa	substrate_of	SLC6A2
Droxidopa	inhibits	SLC16A10
Sitaxentan	inhibits	CYP2C19
Sitaxentan	substrate_of	CYP2C9
Sitaxentan	inhibits	CYP2C9
Sitaxentan	inhibits	CYP3A4
Sitaxentan	inhibits	EDNRA
Sitaxentan	inhibits	EDNRB
Sulodexide	activates	SERPIND1
Sulodexide	binds	SERPINC1
Alvimopan	inhibits	OPRM1
Alvimopan	inhibits	OPRK1
Alvimopan	inhibits	OPRD1
Levocetirizine	substrate_of	CYP3A4
Levocetirizine	inhibits	HRH1
Levocetirizine	substrate_of	SLC22A11
Levocetirizine	binds	ALB
Ziconotide	inhibits	CACNA1B
Ziconotide	inhibits	CACNA1A
Teriparatide	modulates	PTH
Teriparatide	binds	PTH1R
Temsirolimus	inhibits	CYP2D6
Temsirolimus	substrate_of	CYP3A4
Temsirolimus	substrate_of	CYP3A5
Temsirolimus	inhibits	CYP3A5
Temsirolimus	substrate_of	CYP3A7
Temsirolimus	inhibits	MTOR
Temsirolimus	substrate_of	ABCB1
Temsirolimus	inhibits	ABCB1
Amisulpride	inhibits	HTR7
Amisulpride	inhibits	HTR2A
Amisulpride	inhibits	DRD2
Amisulpride	inhibits	DRD3
Amisulpride	activates	OPRM1
Amisulpride	activates	OPRD1
Amisulpride	activates	OPRK1
Amisulpride	substrate_of	SLC47A1
Amisulpride	inhibits	SLC47A1
Amisulpride	substrate_of	SLC47A2
Amisulpride	inhibits	SLC47A2
Amisulpride	substrate_of	ABCB1
Amisulpride	substrate_of	ABCG2
Amisulpride	substrate_of	SLC22A1
Simeprevir	inhibits	CYP1A2
Simeprevir	substrate_of	CYP3A4
Simeprevir	inhibits	CYP3A4
Simeprevir	inhibits	NS3/4A
Simeprevir	substrate_of	ABCB1
Simeprevir	inhibits	ABCB1
Simeprevir	substrate_of	SLCO1B1
Simeprevir	inhibits	SLCO1B1
Simeprevir	substrate_of	SLCO1B3
Simeprevir	inhibits	SLCO1B3
Simeprevir	substrate_of	ABCC2
Simeprevir	inhibits	ABCC2
Simeprevir	substrate_of	ABCG2
Simeprevir	inhibits	ABCG2
Simeprevir	substrate_of	SLCO2B1
Simeprevir	inhibits	SLC10A1
Simeprevir	inhibits	ABCB11
Simeprevir	binds	ALB
Dapagliflozin	substrate_of	UGT1A9
Dapagliflozin	substrate_of	UGT2B4
Dapagliflozin	substrate_of	UGT2B7
Dapagliflozin	substrate_of	CYP1A1
Dapagliflozin	substrate_of	CYP1A2
Dapagliflozin	substrate_of	CYP2A6
Dapagliflozin	substrate_of	CYP2C9
Dapagliflozin	substrate_of	CYP2D6
Dapagliflozin	substrate_of	CYP3A4
Dapagliflozin	inhibits	SLC5A2
Dapagliflozin	substrate_of	ABCB1
Saxagliptin	substrate_of	CYP3A5
Saxagliptin	substrate_of	CYP3A4
Saxagliptin	inhibits	DPP4
Saxagliptin	substrate_of	ABCC1
Saxagliptin	substrate_of	SLCO4C1
Saxagliptin	substrate_of	SLC22A8
Elacestrant	substrate_of	CYP3A4
Elacestrant	substrate_of	CYP2A6
Elacestrant	substrate_of	CYP2C9
Elacestrant	inhibits	ESR1
Elacestrant	substrate_of	SLCO2B1
Elacestrant	inhibits	ABCB1
Elacestrant	inhibits	ABCG2
Bazedoxifene	substrate_of	UGT1A4
Bazedoxifene	substrate_of	UGT1A8
Bazedoxifene	substrate_of	UGT1A10
Bazedoxifene	inhibits	ESR1
Bazedoxifene	activates	ESR1
Bazedoxifene	modulates	ESR2
Idraparinux	inhibits	F10
Doxercalciferol	substrate_of	CYP27A1
Doxercalciferol	binds	VDR
Armodafinil	inhibits	CYP2C19
Armodafinil	induces	CYP3A4
Armodafinil	induces	CYP3A5
Armodafinil	induces	CYP1A2
Armodafinil	induces	CYP2B6
Armodafinil	inhibits	CYP2C9
Armodafinil	inhibits	SLC6A3
Armodafinil	activates	ADRA1D
Etravirine	substrate_of	CYP3A4
Etravirine	induces	CYP3A4
Etravirine	substrate_of	CYP2C9
Etravirine	inhibits	CYP2C9
Etravirine	substrate_of	CYP2C19
Etravirine	inhibits	CYP2C19
Etravirine	modulates	gag-pol
Etravirine	inhibits	pol
Etravirine	inhibits	ABCB1
Etravirine	inhibits	ABCB4
Cangrelor	inhibits	P2RY12
Lonafarnib	substrate_of	CYP3A4
Lonafarnib	inhibits	CYP3A4
Lonafarnib	substrate_of	CYP3A5
Lonafarnib	inhibits	CYP3A5
Lonafarnib	substrate_of	CYP2C8
Lonafarnib	inhibits	CYP2C8
Lonafarnib	substrate_of	CYP2C9
Lonafarnib	substrate_of	CYP2C19
Lonafarnib	inhibits	CYP2C19
Lonafarnib	substrate_of	CYP1A2
Lonafarnib	substrate_of	CYP2A6
Lonafarnib	substrate_of	CYP2E1
Lonafarnib	inhibits	FNTA
Lonafarnib	inhibits	FNTB
Lonafarnib	substrate_of	ABCB1
Lonafarnib	inhibits	ABCB1
Lonafarnib	inhibits	SLCO1B1
Lonafarnib	inhibits	SLCO1B3
Lonafarnib	inhibits	ABCG2
Lonafarnib	inhibits	ABCC2
Prucalopride	substrate_of	CYP3A4
Prucalopride	activates	HTR4
Prucalopride	substrate_of	ABCB1
Prucalopride	binds	ALB
Pazopanib	inhibits	CYP2D6
Pazopanib	substrate_of	CYP2C8
Pazopanib	inhibits	CYP2C8
Pazopanib	substrate_of	CYP1A2
Pazopanib	substrate_of	CYP3A4
Pazopanib	inhibits	CYP3A4
Pazopanib	inhibits	FLT1
Pazopanib	inhibits	KDR
Pazopanib	inhibits	FLT4
Pazopanib	inhibits	PDGFRA
Pazopanib	inhibits	PDGFRB
Pazopanib	inhibits	KIT
Pazopanib	inhibits	FGFR3
Pazopanib	inhibits	ITK
Pazopanib	inhibits	FGF1
Pazopanib	inhibits	SH2B3
Pazopanib	substrate_of	ABCB1
Pazopanib	substrate_of	ABCG2
Pazopanib	inhibits	SLCO1B1
Pazopanib	inhibits	UGT1A1
Midostaurin	substrate_of	CYP3A4
Midostaurin	inhibits	CYP3A4
Midostaurin	induces	CYP3A4
Midostaurin	inhibits	CYP1A2
Midostaurin	induces	CYP1A2
Midostaurin	induces	CYP2B6
Midostaurin	inhibits	CYP2C8
Midostaurin	induces	CYP2C8
Midostaurin	inhibits	CYP2C9
Midostaurin	induces	CYP2C9
Midostaurin	inhibits	CYP2C19
Midostaurin	induces	CYP2C19
Midostaurin	inhibits	CYP2D6
Midostaurin	inhibits	CYP2E1
Midostaurin	induces	CYP3A5
Midostaurin	induces	CYP3A7
Midostaurin	induces	CYP3A43
Midostaurin	inhibits	PRKCA
Midostaurin	inhibits	KDR
Midostaurin	inhibits	PDGFRA
Midostaurin	inhibits	PDGFRB
Midostaurin	inhibits	FLT3
Midostaurin	inhibits	PRKCG
Midostaurin	inhibits	KIT
Panobinostat	substrate_of	CYP3A4
Panobinostat	inhibits	CYP2D6
Panobinostat	inhibits	HDAC1
Panobinostat	substrate_of	ABCB1
Apixaban	substrate_of	CYP3A4
Apixaban	substrate_of	CYP1A2
Apixaban	substrate_of	CYP2C8
Apixaban	substrate_of	CYP2C9
Apixaban	substrate_of	CYP2C19
Apixaban	substrate_of	CYP2J2
Apixaban	substrate_of	CYP3A5
Apixaban	inhibits	F10
Apixaban	substrate_of	ABCB1
Apixaban	substrate_of	ABCG2
Tafenoquine	substrate_of	CYP2D6
Tafenoquine	substrate_of	FNR
Tafenoquine	inhibits	SLC22A2
Tafenoquine	inhibits	SLC47A1
Tafenoquine	inhibits	SLC47A2
Bosutinib	substrate_of	CYP3A4
