head	relation	tail
Bosutinib	inhibits	CYP3A4
Bosutinib	inhibits	CYP2C8
Bosutinib	inhibits	LYN
Bosutinib	inhibits	MAP2K1
Bosutinib	inhibits	MAP2K2
Bosutinib	inhibits	MAP3K2
Bosutinib	inhibits	CAMK2G
Bosutinib	inhibits	FGR
Bosutinib	inhibits	HCK
Bosutinib	inhibits	TEC
Bosutinib	inhibits	SLK
Bosutinib	inhibits	SRC
Bosutinib	inhibits	ABL1
Bosutinib	substrate_of	ABCB1
Axitinib	substrate_of	CYP3A4
Axitinib	substrate_of	CYP3A5
Axitinib	substrate_of	CYP1A2
Axitinib	substrate_of	CYP2C19
Axitinib	substrate_of	UGT1A1
Axitinib	inhibits	FLT1
Axitinib	inhibits	KDR
Axitinib	inhibits	FLT4
Axitinib	inhibits	ABL1
Axitinib	substrate_of	ABCB1
Axitinib	inhibits	ABCB1
Axitinib	substrate_of	SLCO1B1
Axitinib	inhibits	SLCO1B1
Otamixaban	inhibits	F10
Isavuconazonium	induces	CYP2B6
Isavuconazonium	inhibits	CYP2D6
Isavuconazonium	inhibits	CYP2C8
Isavuconazonium	induces	CYP2C8
Isavuconazonium	inhibits	CYP2C9
Isavuconazonium	induces	CYP2C9
Isavuconazonium	inhibits	CYP2C19
Isavuconazonium	substrate_of	CYP3A4
Isavuconazonium	inhibits	CYP3A4
Isavuconazonium	induces	CYP3A4
Isavuconazonium	substrate_of	CYP3A5
Isavuconazonium	substrate_of	BCHE
Isavuconazonium	inhibits	ERG11
Isavuconazonium	inhibits	ABCB1
Isavuconazonium	inhibits	ABCG2
Isavuconazonium	inhibits	SLC22A2
Isavuconazonium	binds	ALB
Dalfampridine	substrate_of	CYP2E1
Dalfampridine	inhibits	KCNA1
Dalfampridine	inhibits	KCNA2
Dalfampridine	inhibits	KCNA3
Dalfampridine	inhibits	KCNA4
Dalfampridine	inhibits	KCNA5
Dalfampridine	inhibits	KCNA6
Dalfampridine	inhibits	KCNA7
Dalfampridine	inhibits	KCNA10
Dalfampridine	inhibits	KCNB1
Dalfampridine	inhibits	KCNB2
Dalfampridine	inhibits	KCNC1
Dalfampridine	inhibits	KCNC2
Dalfampridine	inhibits	KCNC3
Dalfampridine	inhibits	KCND1
Dalfampridine	inhibits	KCND2
Dalfampridine	inhibits	KCND3
Dalfampridine	substrate_of	SLC22A2
Denosumab	binds	TNFSF11
Safinamide	inhibits	MAOA
Safinamide	substrate_of	CYP3A4
Safinamide	inhibits	CYP1A1
Safinamide	inhibits	CYP1A2
Safinamide	inhibits	CYP2D6
Safinamide	inhibits	CYP2C19
Safinamide	inhibits	CYP3A5
Safinamide	inhibits	MAOB
Safinamide	inhibits	ABCG2
Safinamide	substrate_of	SLCO3A1
Liraglutide	substrate_of	DPP4
Liraglutide	substrate_of	MME
Liraglutide	activates	GLP1R
Liraglutide	binds	ALB
Amediplase	activates	PLAU
Vilazodone	substrate_of	CYP3A4
Vilazodone	substrate_of	CYP2D6
Vilazodone	substrate_of	CYP2C19
Vilazodone	inhibits	SLC6A4
Vilazodone	activates	HTR1A
Mepyramine	inhibits	CYP2D6
Mepyramine	inhibits	HRH1
Mepyramine	binds	SLC22A4
Mepyramine	binds	SLC22A5
Mevastatin	inhibits	CES1
Mevastatin	inhibits	HMGCR
Dabigatran etexilate	substrate_of	CES1
Dabigatran etexilate	substrate_of	CES2
Dabigatran etexilate	substrate_of	UGT2B15
Dabigatran etexilate	substrate_of	UGT1A9
Dabigatran etexilate	inhibits	NQO2
Dabigatran etexilate	substrate_of	UGT2B7
Dabigatran etexilate	inhibits	F2
Dabigatran etexilate	substrate_of	ABCB1
Dabigatran etexilate	binds	ALB
Artemether	substrate_of	CYP3A4
Artemether	induces	CYP3A4
Artemether	substrate_of	CYP3A5
Artemether	substrate_of	CYP2B6
Artemether	induces	CYP2B6
Artemether	substrate_of	CYP2C9
Artemether	substrate_of	CYP2C19
Artemether	induces	CYP2C19
Artemether	binds	ATP1A1
Betahistine	substrate_of	MAOA
Betahistine	activates	HRH1
Betahistine	inhibits	HRH3
Desvenlafaxine	substrate_of	CYP3A4
Desvenlafaxine	inhibits	CYP3A4
Desvenlafaxine	inhibits	CYP2D6
Desvenlafaxine	substrate_of	UGT1A1
Desvenlafaxine	substrate_of	UGT1A3
Desvenlafaxine	substrate_of	UGT2B4
Desvenlafaxine	substrate_of	UGT2B15
Desvenlafaxine	substrate_of	UGT2B17
Desvenlafaxine	substrate_of	CYP2C19
Desvenlafaxine	inhibits	SLC6A2
Desvenlafaxine	inhibits	SLC6A4
Desvenlafaxine	inhibits	SLC6A3
Dexmethylphenidate	substrate_of	CES1A1a
Dexmethylphenidate	inhibits	SLC6A3
Dexmethylphenidate	inhibits	SLC6A2
Dexmethylphenidate	inhibits	SLC6A4
Fesoterodine	substrate_of	CYP2D6
Fesoterodine	substrate_of	CYP3A4
Fesoterodine	inhibits	CHRM3
Fesoterodine	inhibits	CHRM4
Fesoterodine	inhibits	CHRM1
Fesoterodine	inhibits	CHRM2
Fesoterodine	inhibits	CHRM5
Fesoterodine	substrate_of	ABCB1
Lumefantrine	substrate_of	CYP3A4
Lumefantrine	inhibits	CYP2D6
Lumefantrine	binds	ATP1A1
Methacholine	activates	CHRM3
Methacholine	activates	CHRM2
Methacholine	activates	CHRM1
Methacholine	activates	CHRM4
Methacholine	activates	CHRM5
Methacholine	inhibits	SLC22A5
Nilvadipine	inhibits	CYP2A6
Nilvadipine	inhibits	CYP2C19
Nilvadipine	inhibits	CYP2C8
Nilvadipine	substrate_of	CYP2E1
Nilvadipine	substrate_of	CYP3A4
Nilvadipine	inhibits	CYP3A4
Nilvadipine	inhibits	CACNA1C
Nilvadipine	inhibits	CACNA2D1
Nilvadipine	inhibits	CACNB2
Nilvadipine	inhibits	CACNA1D
Nilvadipine	inhibits	CACNA1S
Nilvadipine	inhibits	CACNA2D3
Nilvadipine	inhibits	CACNA1H
Nilvadipine	inhibits	CACNA1I
Nilvadipine	binds	CACNA1C
Nilvadipine	inhibits	CACNA1G
Fosaprepitant	substrate_of	CYP3A4
Fosaprepitant	inhibits	CYP3A4
Fosaprepitant	induces	CYP3A4
Fosaprepitant	induces	CYP2C9
Fosaprepitant	inhibits	TACR1
Aceclofenac	substrate_of	CYP2C9
Aceclofenac	inhibits	PTGS2
Aceclofenac	inhibits	PTGS1
Danaparoid	modulates	SERPINC1
Betaine	inhibits	BCHE
Betaine	inhibits	PRODH
Betaine	substrate_of	BHMT
Betaine	substrate_of	SLC6A12
Cabazitaxel	substrate_of	CYP3A4
Cabazitaxel	substrate_of	CYP3A5
Cabazitaxel	substrate_of	CYP2C8
Cabazitaxel	inhibits	TUBB1
Cabazitaxel	substrate_of	ABCB1
Cabazitaxel	inhibits	ABCB1
Cabazitaxel	inhibits	ABCG2
Cabazitaxel	inhibits	SLCO1B1
Cabazitaxel	inhibits	SLCO1B3
Cabazitaxel	binds	ALB
Cabazitaxel	binds	LDLR
Cabazitaxel	binds	VLDLR
Cabazitaxel	binds	GPIHBP1
Carglumic acid	modulates	CPS1
Dalteparin	substrate_of	HPSE
Dalteparin	binds	SERPINC1
Dalteparin	inhibits	VEGFA
Dalteparin	inhibits	SELP
Methylnaltrexone	inhibits	OPRM1
Methylnaltrexone	activates	MC4R
Methylnaltrexone	inhibits	OPRK1
Raltegravir	substrate_of	UGT1A1
Raltegravir	inhibits	pol
Raltegravir	modulates	gag-pol
Phenylbutyric acid	modulates	PRKCA
Phenylbutyric acid	inhibits	HDAC1
Phenylbutyric acid	binds	tyrB
Tinzaparin	inhibits	ADAMTS4
Tinzaparin	binds	SERPINC1
Tinzaparin	inhibits	ITGA4
Tinzaparin	binds	CXCL12
Tiopronin	inhibits	MPO
Triethylenetetramine	substrate_of	SAT1
Triethylenetetramine	inhibits	CA14
Mirdametinib	substrate_of	CES1A1a
Mirdametinib	substrate_of	UGT1A6
Mirdametinib	substrate_of	UGT2B7
Mirdametinib	inhibits	MAP2K1
Mirdametinib	binds	MAP2K2
Mirdametinib	substrate_of	ABCB1
Mirdametinib	substrate_of	ABCG2
GW-813893	inhibits	F10
GW-813893	binds	F2
Ferulic acid	inhibits	MAOB
Ferulic acid	inhibits	CA4
Ferulic acid	inhibits	CA1
Ferulic acid	inhibits	CA6
Ferulic acid	inhibits	CA9
Ferulic acid	inhibits	CA14
Ferulic acid	inhibits	CA2
Ferulic acid	inhibits	CA12
Ferulic acid	binds	xynY
Ferulic acid	binds	xynZ
Ferulic acid	substrate_of	SLC16A1
Ferulic acid	substrate_of	SLC16A3
Sulthiame	inhibits	CA2
(R)-warfarin	substrate_of	CYP2C8
(R)-warfarin	substrate_of	CYP2C9
(R)-warfarin	substrate_of	CYP2C18
(R)-warfarin	substrate_of	CYP2C19
(R)-warfarin	substrate_of	CYP1A2
(R)-warfarin	substrate_of	CYP1A1
(R)-warfarin	substrate_of	CYP3A4
(R)-warfarin	binds	ALB
Ethyl biscoumacetate	inhibits	GLUL
Ethyl biscoumacetate	substrate_of	CYP3A4
Nadroparin	binds	SERPINC1
Nadroparin	modulates	F10
Nadroparin	inhibits	SELP
Nadroparin	inhibits	FOS
Nadroparin	inhibits	MYC
Triflusal	inhibits	PTGS1
Triflusal	inhibits	NFKB1
Triflusal	activates	NOS2
Triflusal	inhibits	PDE10A
Triflusal	substrate_of	ALB
Lurasidone	substrate_of	CYP3A4
Lurasidone	inhibits	DRD2
Lurasidone	inhibits	HTR2A
Lurasidone	inhibits	HTR7
Lurasidone	inhibits	HTR1A
Lurasidone	inhibits	ADRA2C
Lurasidone	inhibits	ADRA2A
Ticagrelor	substrate_of	CYP3A4
Ticagrelor	inhibits	CYP3A4
Ticagrelor	substrate_of	CYP3A5
Ticagrelor	activates	CYP3A5
Ticagrelor	induces	CYP2B6
Ticagrelor	inhibits	CYP2C9
Ticagrelor	induces	CYP2C9
Ticagrelor	inhibits	P2RY12
Ticagrelor	substrate_of	ABCB1
Ticagrelor	inhibits	ABCB1
Ticagrelor	binds	ALB
Ivacaftor	substrate_of	CYP3A4
Ivacaftor	inhibits	CYP3A4
Ivacaftor	substrate_of	CYP3A5
Ivacaftor	inhibits	CYP3A5
Ivacaftor	inhibits	CYP2C9
Ivacaftor	binds	CFTR
Ivacaftor	inhibits	ABCB1
Ivacaftor	binds	ALB
Ivacaftor	binds	ORM1
Azilsartan medoxomil	substrate_of	CYP2C9
Azilsartan medoxomil	substrate_of	CYP2C8
Azilsartan medoxomil	substrate_of	CYP2B6
Azilsartan medoxomil	inhibits	AGTR1
Azilsartan medoxomil	inhibits	ABCB1
Azilsartan medoxomil	binds	ALB
Spinosad	inhibits	CHRNA7
Ioflupane I-123	modulates	SLC6A3
Ioflupane I-123	binds	SLC6A3
Deferiprone	substrate_of	UGT1A6
Lomitapide	substrate_of	CYP3A4
Lomitapide	inhibits	MTTP
Lomitapide	inhibits	ABCB1
Vismodegib	substrate_of	CYP2C9
Vismodegib	inhibits	CYP2C9
Vismodegib	substrate_of	CYP3A4
Vismodegib	inhibits	CYP2C8
Vismodegib	inhibits	CYP2C19
Vismodegib	inhibits	SMO
Vismodegib	inhibits	ABCG2
Vismodegib	substrate_of	ABCB1
Vismodegib	binds	ALB
Vismodegib	binds	ORM1
Spaglumic acid	binds	FOLH1
Spaglumic acid	substrate_of	SLC36A1
Pitavastatin	substrate_of	UGT2B7
Pitavastatin	substrate_of	UGT1A3
Pitavastatin	substrate_of	CYP2C9
Pitavastatin	substrate_of	CYP2C8
Pitavastatin	inhibits	HMGCR
Pitavastatin	inhibits	ITGAL
Pitavastatin	substrate_of	SLCO1B1
Pitavastatin	inhibits	SLCO1B1
Pitavastatin	substrate_of	SLCO1B3
Pitavastatin	substrate_of	SLCO2B1
Pitavastatin	substrate_of	SLC10A1
Pitavastatin	substrate_of	ABCG2
Pitavastatin	substrate_of	ABCB1
Pitavastatin	substrate_of	ABCC2
Pitavastatin	substrate_of	ABCB11
Pitavastatin	substrate_of	ALB
Pitavastatin	substrate_of	ORM1
Rilpivirine	substrate_of	CYP3A4
Rilpivirine	inhibits	CYP3A4
Rilpivirine	induces	CYP3A4
Rilpivirine	substrate_of	CYP2C19
Rilpivirine	inhibits	CYP2C19
Rilpivirine	inhibits	CYP2B6
Rilpivirine	inhibits	CYP2D6
Rilpivirine	inhibits	CYP2C9
Rilpivirine	inhibits	CYP2C8
Rilpivirine	inhibits	CYP2E1
Rilpivirine	inhibits	pol
Rilpivirine	inhibits	SCN10A
Rilpivirine	inhibits	gag-pol
Rilpivirine	activates	NR1I2
Rilpivirine	inhibits	ABCB1
Rilpivirine	inhibits	ABCG2
Rilpivirine	inhibits	SLCO1B1
Rilpivirine	inhibits	SLCO1B3
Rilpivirine	binds	ALB
Crizotinib	substrate_of	CYP3A4
Crizotinib	inhibits	CYP3A4
Crizotinib	substrate_of	CYP3A5
Crizotinib	inhibits	CYP3A5
Crizotinib	inhibits	CYP2B6
Crizotinib	inhibits	ALK
Crizotinib	inhibits	MET
Crizotinib	inhibits	ROS1
Crizotinib	inhibits	MST1R
Crizotinib	substrate_of	ABCB1
Crizotinib	inhibits	ABCB1
Crizotinib	binds	ALB
Crizotinib	binds	ORM1
Ulipristal	substrate_of	CYP3A4
Ulipristal	substrate_of	CYP1A2
Ulipristal	modulates	PGR
Ulipristal	inhibits	NR3C1
Ulipristal	modulates	AR
Ulipristal	substrate_of	ALB
Ulipristal	substrate_of	ORM1
Fingolimod	substrate_of	SPHK1
Fingolimod	inhibits	SPHK1
Fingolimod	substrate_of	CYP2E1
Fingolimod	substrate_of	CYP4F2
Fingolimod	induces	CYP4F2
Fingolimod	modulates	S1PR5
Fingolimod	modulates	S1PR1
Fingolimod	modulates	S1PR3
Fingolimod	inhibits	DRD3
Fingolimod	inhibits	HDAC1
Fingolimod	modulates	S1PR4
Fingolimod	induces	SLC1A2
Fingolimod	induces	SLC1A3
Fingolimod	inhibits	ABCB1
Fingolimod	inhibits	ABCC1
Fingolimod	induces	ABCC1
Brentuximab vedotin	substrate_of	CYP3A4
Brentuximab vedotin	inhibits	CYP3A4
Brentuximab vedotin	binds	TNFRSF8
Brentuximab vedotin	substrate_of	ABCB5
Gabapentin enacarbil	modulates	CACNA2D1
Gabapentin enacarbil	modulates	CACNA2D2
Gabapentin enacarbil	modulates	SLC5A6
Gabapentin enacarbil	substrate_of	SLC5A8
Gabapentin enacarbil	substrate_of	SLC5A6
Boceprevir	substrate_of	CYP3A4
Boceprevir	inhibits	CYP3A4
Boceprevir	substrate_of	CYP3A5
Boceprevir	inhibits	CYP3A5
Boceprevir	inhibits	NS3/4A
Boceprevir	inhibits	ABCB1
Fidaxomicin	inhibits	CYP3A4
Fidaxomicin	inhibits	sigA1
Fidaxomicin	substrate_of	ABCB1
Cabozantinib	substrate_of	CYP3A4
Cabozantinib	substrate_of	CYP2C9
Cabozantinib	inhibits	CYP2C8
Cabozantinib	inhibits	MET
Cabozantinib	inhibits	RET
Cabozantinib	inhibits	KDR
Cabozantinib	inhibits	FLT1
Cabozantinib	inhibits	FLT4
Cabozantinib	inhibits	KIT
Cabozantinib	inhibits	NTRK2
Cabozantinib	inhibits	FLT3
Cabozantinib	inhibits	AXL
Cabozantinib	inhibits	ROS1
Cabozantinib	inhibits	TYRO3
Cabozantinib	inhibits	MERTK
Cabozantinib	inhibits	TEK
Ruxolitinib	substrate_of	CYP3A4
Ruxolitinib	substrate_of	CYP2C9
Ruxolitinib	inhibits	JAK2
Ruxolitinib	inhibits	JAK1
Ruxolitinib	inhibits	JAK3
Ruxolitinib	inhibits	TYK2
Ruxolitinib	inhibits	PLAUR
Ruxolitinib	binds	ALB
Teriflunomide	inhibits	CYP2C8
Teriflunomide	induces	CYP1A2
Teriflunomide	inhibits	HMGCR
Teriflunomide	inhibits	DHODH
Teriflunomide	substrate_of	ABCG2
Teriflunomide	inhibits	ABCG2
Teriflunomide	inhibits	SLCO1B1
Vemurafenib	inhibits	CYP1A2
Vemurafenib	inhibits	CYP2D6
Vemurafenib	substrate_of	CYP3A4
Vemurafenib	induces	CYP3A4
Vemurafenib	inhibits	CYP2C9
Vemurafenib	inhibits	CYP2C8
Vemurafenib	induces	CYP2B6
Vemurafenib	inhibits	BRAF
Vemurafenib	substrate_of	ABCC1
Vemurafenib	inhibits	ABCC1
Vemurafenib	substrate_of	ABCG2
Vemurafenib	inhibits	ABCG2
Vemurafenib	substrate_of	ABCB1
Vemurafenib	inhibits	ABCB1
Vemurafenib	substrate_of	ALB
Vemurafenib	substrate_of	ORM1
Linagliptin	substrate_of	CYP3A4
Linagliptin	inhibits	CYP3A4
Linagliptin	inhibits	DPP4
Linagliptin	substrate_of	ABCB1
Linagliptin	inhibits	SLC22A1
Linagliptin	substrate_of	SLC22A2
Linagliptin	inhibits	SLC22A2
Linagliptin	inhibits	SLC22A3
Perampanel	substrate_of	CYP3A4
Perampanel	induces	CYP3A4
Perampanel	substrate_of	CYP3A5
Perampanel	substrate_of	CYP1A2
Perampanel	substrate_of	CYP2B6
Perampanel	induces	CYP2B6
Perampanel	inhibits	GRIA1
Perampanel	inhibits	GRIA4
Perampanel	inhibits	GRIA3
Perampanel	inhibits	GRIA2
Linaclotide	activates	GUCY2C
Mirabegron	substrate_of	CYP3A4
Mirabegron	substrate_of	CYP2D6
Mirabegron	inhibits	CYP2D6
Mirabegron	substrate_of	BCHE
Mirabegron	substrate_of	UGT2B7
Mirabegron	substrate_of	UGT1A3
Mirabegron	substrate_of	UGT1A8
Mirabegron	activates	ADRB3
Mirabegron	activates	ADRB1
Mirabegron	substrate_of	ABCB1
Mirabegron	inhibits	ABCB1
Mirabegron	substrate_of	SLCO1A2
Mirabegron	substrate_of	SLC22A1
Mirabegron	substrate_of	SLC22A2
Mirabegron	substrate_of	SLC22A3
Mirabegron	binds	ALB
Mirabegron	binds	ORM1
Tofacitinib	substrate_of	CYP3A4
Tofacitinib	substrate_of	CYP2C19
Tofacitinib	inhibits	JAK1
Tofacitinib	inhibits	JAK2
Tofacitinib	inhibits	JAK3
Tofacitinib	inhibits	TYK2
Tofacitinib	binds	ALB
Regorafenib	substrate_of	CYP3A4
Regorafenib	inhibits	CYP3A4
Regorafenib	substrate_of	UGT1A9
Regorafenib	inhibits	UGT1A9
Regorafenib	inhibits	CYP2C8
Regorafenib	inhibits	CYP2C9
Regorafenib	inhibits	CYP2B6
Regorafenib	inhibits	UGT1A1
Regorafenib	inhibits	CYP2C19
Regorafenib	inhibits	FLT1
Regorafenib	inhibits	KDR
Regorafenib	inhibits	FLT4
Regorafenib	inhibits	KIT
Regorafenib	inhibits	PDGFRA
Regorafenib	inhibits	PDGFRB
Regorafenib	inhibits	FGFR1
Regorafenib	inhibits	FGFR2
Regorafenib	inhibits	TEK
Regorafenib	inhibits	DDR2
Regorafenib	inhibits	NTRK1
Regorafenib	inhibits	EPHA2
Regorafenib	inhibits	RAF1
Regorafenib	inhibits	BRAF
Regorafenib	inhibits	MAPK11
Regorafenib	inhibits	FRK
Regorafenib	inhibits	ABL1
Regorafenib	inhibits	RET
Regorafenib	inhibits	CSF1R
Regorafenib	substrate_of	ABCB1
Regorafenib	inhibits	ABCB1
Regorafenib	inhibits	ABCG2
Enzalutamide	substrate_of	CYP2C8
Enzalutamide	inhibits	CYP2C8
Enzalutamide	substrate_of	CYP3A4
Enzalutamide	induces	CYP3A4
Enzalutamide	induces	CYP2C9
Enzalutamide	induces	CYP2C19
Enzalutamide	inhibits	CYP2B6
Enzalutamide	substrate_of	CYP3A5
Enzalutamide	induces	CYP3A5
Enzalutamide	inhibits	AR
Enzalutamide	inhibits	ABCB1
Enzalutamide	binds	ALB
Ponatinib	substrate_of	CYP3A4
Ponatinib	substrate_of	CYP2C8
Ponatinib	substrate_of	CYP2D6
Ponatinib	substrate_of	CYP3A5
Ponatinib	inhibits	ABL1
Ponatinib	inhibits	BCR
Ponatinib	inhibits	KIT
Ponatinib	inhibits	RET
Ponatinib	inhibits	TEK
Ponatinib	inhibits	FLT3
Ponatinib	inhibits	FGFR1
Ponatinib	inhibits	FGFR2
Ponatinib	inhibits	FGFR3
Ponatinib	inhibits	FGFR4
Ponatinib	inhibits	LCK
Ponatinib	inhibits	SRC
Ponatinib	inhibits	LYN
Ponatinib	inhibits	KDR
Ponatinib	inhibits	PDGFRA
Ponatinib	substrate_of	ABCB1
Ponatinib	inhibits	ABCB1
Ponatinib	substrate_of	ABCG2
Ponatinib	inhibits	ABCG2
Bedaquiline	substrate_of	CYP3A4
Bedaquiline	inhibits	atpE
Bedaquiline	binds	ALB
Bedaquiline	binds	ORM1
Canagliflozin	substrate_of	UGT1A9
Canagliflozin	substrate_of	UGT2B4
Canagliflozin	substrate_of	CYP3A4
Canagliflozin	inhibits	SLC5A2
Canagliflozin	substrate_of	ABCB1
Canagliflozin	inhibits	ABCB1
Canagliflozin	substrate_of	ABCC2
Canagliflozin	binds	ABCG2
Canagliflozin	substrate_of	ORM1
Dimethyl fumarate	binds	KEAP1
Dimethyl fumarate	inhibits	RELA
Dimethyl fumarate	binds	RELA
Glycerol phenylbutyrate	substrate_of	PNLIP
Glycerol phenylbutyrate	induces	CYP3A4
Glycerol phenylbutyrate	inhibits	CYP2D6
Pomalidomide	substrate_of	CYP1A2
Pomalidomide	substrate_of	CYP3A4
Pomalidomide	inhibits	CRBN
Pomalidomide	inhibits	TNF
Pomalidomide	inhibits	PTGS2
Pomalidomide	substrate_of	ABCB1
Trametinib	inhibits	CYP2C8
Trametinib	substrate_of	CYP3A4
Trametinib	induces	CYP3A4
Trametinib	inhibits	MAP2K1
Trametinib	inhibits	MAP2K2
Dabrafenib	substrate_of	CYP3A4
Dabrafenib	inhibits	CYP3A4
Dabrafenib	induces	CYP3A4
Dabrafenib	substrate_of	CYP2C8
Dabrafenib	inhibits	CYP2C8
Dabrafenib	inhibits	CYP2B6
Dabrafenib	induces	CYP2B6
Dabrafenib	substrate_of	CYP2C9
Dabrafenib	inhibits	CYP2C9
Dabrafenib	induces	CYP2C9
Dabrafenib	substrate_of	CYP2C19
Dabrafenib	inhibits	CYP2C19
Dabrafenib	induces	CYP2C19
Dabrafenib	inhibits	CYP1A2
Dabrafenib	inhibits	UGT1A1
Dabrafenib	inhibits	BRAF
Dabrafenib	inhibits	RAF1
Dabrafenib	inhibits	SIK1
Dabrafenib	inhibits	NEK11
Dabrafenib	inhibits	LIMK1
Dabrafenib	substrate_of	ABCB1
Dabrafenib	substrate_of	ABCG2
Dabrafenib	inhibits	ABCG2
Dabrafenib	substrate_of	SLCO1B1
Dabrafenib	inhibits	SLCO1B1
Dabrafenib	substrate_of	SLCO1B3
Dabrafenib	inhibits	SLCO1B3
Dabrafenib	substrate_of	SLCO1A2
Dabrafenib	inhibits	SLC22A6
Dabrafenib	inhibits	SLC22A8
Dabrafenib	inhibits	SLC22A2
Dabrafenib	binds	ALB
Afatinib	inhibits	EGFR
Afatinib	inhibits	ERBB4
Afatinib	inhibits	ERBB2
Afatinib	substrate_of	ABCB1
Afatinib	inhibits	ABCB1
Afatinib	substrate_of	ABCG2
Afatinib	inhibits	ABCG2
Levomilnacipran	substrate_of	CYP3A4
Levomilnacipran	substrate_of	CYP2C8
Levomilnacipran	substrate_of	CYP2C19
Levomilnacipran	substrate_of	CYP2D6
Levomilnacipran	substrate_of	CYP2J2
Levomilnacipran	inhibits	SLC6A4
Levomilnacipran	inhibits	SLC6A2
Levomilnacipran	substrate_of	ABCB1
Dolutegravir	substrate_of	UGT1A1
Dolutegravir	substrate_of	CYP3A4
Dolutegravir	substrate_of	UGT1A3
Dolutegravir	substrate_of	UGT1A9
Dolutegravir	inhibits	pol
Dolutegravir	modulates	gag-pol
Dolutegravir	inhibits	SLC22A2
Dolutegravir	substrate_of	ABCG2
Dolutegravir	inhibits	SLC22A6
Dolutegravir	inhibits	SLC22A8
Dolutegravir	substrate_of	ABCB1
Dolutegravir	inhibits	SLC47A1
Dolutegravir	binds	ALB
Dolutegravir	binds	ORM1
Riociguat	substrate_of	CYP1A1
Riociguat	substrate_of	CYP3A4
Riociguat	substrate_of	CYP2C8
Riociguat	substrate_of	CYP2J2
Riociguat	activates	GUCY1A2
Riociguat	modulates	GUCY2D
Riociguat	substrate_of	ABCG2
Riociguat	substrate_of	ABCB1
Riociguat	substrate_of	ALB
Riociguat	substrate_of	ORM1
Macitentan	substrate_of	CYP3A4
Macitentan	substrate_of	CYP2C19
Macitentan	substrate_of	CYP2C9
Macitentan	substrate_of	CYP2C8
Macitentan	inhibits	EDNRA
Macitentan	inhibits	EDNRB
Macitentan	binds	ALB
Macitentan	binds	ORM1
Sofosbuvir	substrate_of	CTSA
Sofosbuvir	substrate_of	CES1A1a
Sofosbuvir	substrate_of	HINT1
Sofosbuvir	substrate_of	CMPK1
Sofosbuvir	substrate_of	NME1
Sofosbuvir	inhibits	NS5b
Sofosbuvir	substrate_of	ABCB1
Sofosbuvir	substrate_of	ABCG2
Chlorcyclizine	inhibits	HRH1
Chlorcyclizine	binds	ALB
Diosmin	induces	CYP1A1
Diosmin	inhibits	CYP2C9
Diosmin	inhibits	CYP2E1
Diosmin	inhibits	CYP3A4
Diosmin	activates	AHR
Diosmin	inhibits	ABCB1
Diosmin	inhibits	SLCO1B1
Diosmin	binds	SLCO1B3
Diosmin	binds	SLCO2B1
Diosmin	binds	ALB
Bisacodyl	modulates	AQP3
Bisacodyl	inhibits	ATP1A1
Aliskiren	substrate_of	CYP3A4
Aliskiren	inhibits	REN
Aliskiren	substrate_of	ABCB1
Ledipasvir	inhibits	NS5A
Ledipasvir	substrate_of	ABCB1
Ledipasvir	binds	ABCG2
Vorapaxar	substrate_of	CYP3A4
Vorapaxar	substrate_of	CYP2J2
Vorapaxar	inhibits	F2R
Vorapaxar	binds	ABCB1
Miltefosine	substrate_of	PLD1
Miltefosine	inhibits	PLA2G1B
Miltefosine	substrate_of	ABCB1
Suvorexant	substrate_of	CYP3A4
Suvorexant	inhibits	HCRTR1
Suvorexant	inhibits	HCRTR2
Suvorexant	binds	ABCB1
Empagliflozin	substrate_of	UGT2B7
Empagliflozin	substrate_of	UGT1A3
Empagliflozin	substrate_of	UGT1A8
Empagliflozin	substrate_of	UGT1A9
Empagliflozin	inhibits	SLC5A2
Empagliflozin	substrate_of	ABCB1
Empagliflozin	substrate_of	ABCG2
Empagliflozin	substrate_of	SLC22A8
Empagliflozin	substrate_of	SLCO1B1
Empagliflozin	substrate_of	SLCO1B3
Eliglustat	substrate_of	CYP2D6
Eliglustat	inhibits	CYP2D6
Eliglustat	substrate_of	CYP3A4
Eliglustat	inhibits	UGCG
Eliglustat	substrate_of	ABCB1
Eliglustat	inhibits	ABCB1
Tedizolid phosphate	inhibits	MAOA
Tedizolid phosphate	inhibits	MAOB
Dulaglutide	activates	GLP1R
Metreleptin	activates	LEPR
Netupitant	substrate_of	CYP3A43
Netupitant	substrate_of	CYP2C9
Netupitant	substrate_of	CYP2D6
Netupitant	substrate_of	CYP3A4
Netupitant	inhibits	CYP3A4
Netupitant	inhibits	TACR1
Netupitant	inhibits	ABCB1
Naloxegol	substrate_of	CYP3A4
Naloxegol	inhibits	CYP2D6
Naloxegol	inhibits	CYP2C19
Naloxegol	inhibits	OPRM1
Ibrutinib	substrate_of	CYP3A4
Ibrutinib	substrate_of	CYP3A5
Ibrutinib	substrate_of	CYP2D6
Ibrutinib	inhibits	BTK
Ibrutinib	substrate_of	ALB
Ibrutinib	substrate_of	ORM1
Idelalisib	substrate_of	AOX1
Idelalisib	inhibits	CYP2C8
Idelalisib	inhibits	CYP2C19
Idelalisib	induces	CYP2B6
Idelalisib	substrate_of	CYP3A4
Idelalisib	inhibits	CYP3A4
Idelalisib	induces	CYP3A4
Idelalisib	substrate_of	CYP3A5
