head,relation,tail,weight,source,head_type,tail_type
"(3beta,5beta,8beta,22E,24xi)-Ergosta-6,22-diene-3,5,8-triol",inhibits,ATP-dependent translocase ABCB1,1.0,chembl36,COMPOUND,TARGET
Linonin,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Linonin,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Ginkgolide A,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Ginkgolide A,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Quassin,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Betamipron,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Betamipron,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Dimethylarsinate,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Dimethylarsinate,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Piperonyl acetate,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Methyl dihydrojasmonate,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Methyl dihydroepijasmonate,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Methyl dihydrojasmonate,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Methyl dihydroepijasmonate,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
D-Glycero-D-manno-heptitol,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
D-Glycero-D-manno-heptitol,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Lansoprazole,inhibits,Cytochrome P450 2C19,1.0,chembl36,COMPOUND,TARGET
Lansoprazole,inhibits,Cytochrome P450 2D6,1.0,chembl36,COMPOUND,TARGET
Lansoprazole,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Lansoprazole,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Lansoprazole,inhibits,Cytochrome P450 1A2,1.0,chembl36,COMPOUND,TARGET
Lansoprazole,inhibits,Cytochrome P450 2C8,1.0,chembl36,COMPOUND,TARGET
Flavonoids,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Flavonoids,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Risperidone,inhibits,Cytochrome P450 2C19,1.0,chembl36,COMPOUND,TARGET
Risperidone,inhibits,Cytochrome P450 2D6,1.0,chembl36,COMPOUND,TARGET
African-2(6)-ene,inhibits,Cytochrome P450 2D6,1.0,chembl36,COMPOUND,TARGET
African-2(6)-ene,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
African-2(6)-ene,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Ketoconazole,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
"5,7-Dimethoxyisoflavone",inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
"5,7-Dimethoxyisoflavone",inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
cholest-5-en-3-one,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
cholest-5-en-3-one,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
(Z)-Resveratrol,inhibits,Cytochrome P450 2C19,1.0,chembl36,COMPOUND,TARGET
(Z)-Resveratrol,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
(Z)-Resveratrol,inhibits,Cytochrome P450 2D6,1.0,chembl36,COMPOUND,TARGET
(Z)-Resveratrol,inhibits,Cytochrome P450 2C9,1.0,chembl36,COMPOUND,TARGET
17-Hydroxyprogesterone,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
17-Hydroxyprogesterone,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Demethoxycurcumin,inhibits,ATP-dependent translocase ABCB1,1.0,chembl36,COMPOUND,TARGET
Caffeic acid ester,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Caffeic acid ester,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
1-Methylxanthine,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
1-Methylxanthine,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Theasinensin B,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Theasinensin B,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Theasinensin D,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Theasinensin D,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
"3H-1,2-Dithiole-3-thione",inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
24-Ethylcholesterol,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
alpha-Sitosterol,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
gamma-Sitosterol,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
beta-Sitosterol,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Spinacetin 3-O-glucosyl-(1->6)-[apiosyl(1->2)]-glucoside,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
24-Ethylcholesterol,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
alpha-Sitosterol,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
gamma-Sitosterol,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
beta-Sitosterol,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Spinacetin 3-O-glucosyl-(1->6)-[apiosyl(1->2)]-glucoside,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Glutathione,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Glutathione,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Fumitremorgin C,inhibits,ATP-dependent translocase ABCB1,1.0,chembl36,COMPOUND,TARGET
Eugenyl benzoate,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Chinese tannin,inhibits,Cytochrome P450 1A2,1.0,chembl36,COMPOUND,TARGET
Chinese tannin,inhibits,Cytochrome P450 2C9,1.0,chembl36,COMPOUND,TARGET
Chinese tannin,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Chinese tannin,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Conidendrin,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
"3,4,5-Trimethoxycinnamic acid",inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
"3,4,5-Trimethoxycinnamic acid",inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
"4',5,7-Trimethylapigenin",inhibits,ATP-dependent translocase ABCB1,1.0,chembl36,COMPOUND,TARGET
Alloxan,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Alloxan,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Citicoline,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Citicoline,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
D-Glutamine,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Gibberellins,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Gibberellins,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Donepezil,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Donepezil,inhibits,ATP-dependent translocase ABCB1,1.0,chembl36,COMPOUND,TARGET
Na-Formyl-1-methyl-b-carboline,inhibits,Cytochrome P450 2D6,1.0,chembl36,COMPOUND,TARGET
Na-Formyl-1-methyl-b-carboline,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Na-Formyl-1-methyl-b-carboline,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Na-Formyl-1-methyl-b-carboline,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Norharman,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Norharman,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
N-Methylnicotinamide,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
N-Acetylarylamine,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
N-Acetylarylamine,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
AMP,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
AMP,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Morin,inhibits,Cytochrome P450 2C9,1.0,chembl36,COMPOUND,TARGET
Morin,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Morin,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Maltol,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Maltol,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Naringenin fructoside,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Fisetin,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Fisetin,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
beta-Thujaplicin,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
α-tocopherol,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
α-tocopherol,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
5alpha-Cholestanone,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
5alpha-Cholestanone,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
2'-Deoxyguanosine,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
2'-Deoxyguanosine,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Capsaicin,inhibits,Cytochrome P450 2C19,1.0,chembl36,COMPOUND,TARGET
Capsaicin,inhibits,Cytochrome P450 2D6,1.0,chembl36,COMPOUND,TARGET
Capsaicin,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Capsaicin,inhibits,Cytochrome P450 2C9,1.0,chembl36,COMPOUND,TARGET
"2'-Hydroxy-4',6'-dimethoxychalcone",inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
"2'-Hydroxy-4',6'-dimethoxychalcone",inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Pinostrobin chalcone,inhibits,Cytochrome P450 2C19,1.0,chembl36,COMPOUND,TARGET
Pinostrobin chalcone,inhibits,Cytochrome P450 2C9,1.0,chembl36,COMPOUND,TARGET
Oleanolic acid,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Oleanolic acid,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Myosmine,inhibits,Cytochrome P450 2C19,1.0,chembl36,COMPOUND,TARGET
L-Canavanine,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Melezitose,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Melezitose,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
"2,3-Dihydroxybenzoic acid",inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
"2,3-Dihydroxybenzoic acid",inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
"4,8,5'-Trimethylpsoralen",inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
"4,8,5'-Trimethylpsoralen",inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
"4,8,5'-Trimethylpsoralen",inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Dibutyl phthalate,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Dibutyl phthalate,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Folic acid,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Folic acid,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Coenzyme Q,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Ubiquinone 10,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Coenzyme Q,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Ubiquinone 10,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Clopidogrel,inhibits,Cytochrome P450 2B6,1.0,chembl36,COMPOUND,TARGET
NAD+,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
NAD+,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
N-acetyl-L-glutamate,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
N-acetyl-L-glutamate,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Graveoline,inhibits,Cytochrome P450 2C19,1.0,chembl36,COMPOUND,TARGET
Graveoline,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Graveoline,inhibits,Cytochrome P450 2D6,1.0,chembl36,COMPOUND,TARGET
Sulfaquinoxaline,inhibits,Cytochrome P450 2C9,1.0,chembl36,COMPOUND,TARGET
16-F1-phytoprostane,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
16-F1-phytoprostane,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Alexomycin,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Alexomycin,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Mercenene,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Mercenene,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
4-aminobutanoate,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
4-aminobutanoate,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Ibuprofen,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Ibuprofen,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Azythromycin,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Gelatin,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Gelatin,inhibits,ATP-dependent translocase ABCB1,1.0,chembl36,COMPOUND,TARGET
Gelatin,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Gelatin,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Progesterone,inhibits,Cytochrome P450 2C9,1.0,chembl36,COMPOUND,TARGET
Progesterone,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Progesterone,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Progesterone,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Hydroquinone,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Hydroquinone,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Hydroquinone,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Imidazole,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
4-Aminobenzoic acid,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
4-aminobenzoate,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
4-Aminobenzoic acid,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
4-aminobenzoate,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Cycloserine,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Coumestrol,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
L-Phosphoserine,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
N-acetyl-serotonin,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
N-acetyl-serotonin,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
N-acetyl-serotonin,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Lactulose,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Lactulose,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Bupropion,inhibits,Cytochrome P450 2C19,1.0,chembl36,COMPOUND,TARGET
Bupropion,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Bupropion,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Herniarin,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Herniarin,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Gossypol,inhibits,Cytochrome P450 2C19,1.0,chembl36,COMPOUND,TARGET
(-)-Gossypol,inhibits,Cytochrome P450 2C19,1.0,chembl36,COMPOUND,TARGET
Gossypol,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
(-)-Gossypol,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Gossypol,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
(-)-Gossypol,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
